session_id,customer_id,session_start,session_end,duration_seconds,device_type,browser,os,entry_page,exit_page,page_views,referrer,authenticated,converted
WSN000000000992,CUST000532,2026-06-26 02:57:00,2026-06-26 02:58:07,67.5,Mobile,Chrome,Android,/billing,/account,5,Search,False,False
WSN000000000993,CUST000532,2026-06-22 09:09:00,2026-06-22 09:12:12,192.0,Desktop,Chrome,Windows,/upgrade,/outage-status,8,Direct,False,False
WSN000000000994,CUST000533,2026-06-13 00:07:00,2026-06-13 00:09:32,152.6,Mobile,Safari,iOS,/billing,/support,12,Direct,False,False
WSN000000000995,CUST000533,2026-06-21 20:17:00,2026-06-21 20:22:57,357.7,Mobile,Chrome,iOS,/support,/support,10,Search,True,False
WSN000000000996,CUST000533,2026-06-19 19:03:00,2026-06-19 19:07:32,272.4,Mobile,Safari,iOS,/outage-status,/account,7,Direct,False,False
WSN000000000997,CUST000533,2026-06-26 23:20:00,2026-06-26 23:21:00,60.2,Mobile,Safari,iOS,/outage-status,/upgrade,2,Email,True,False
WSN000000000998,CUST000533,2026-06-02 17:07:00,2026-06-02 17:07:17,17.7,Tablet,Chrome,iOS,/upgrade,/upgrade,1,Direct,True,False
WSN000000000999,CUST000533,2026-06-10 18:07:00,2026-06-10 18:14:24,444.2,Desktop,Chrome,Windows,/upgrade,/billing,10,Direct,False,False
WSN000000001000,CUST000534,2026-05-31 23:12:00,2026-05-31 23:14:16,136.2,Mobile,Chrome,Android,/upgrade,/billing,11,Email,True,True
WSN000000001001,CUST000534,2026-06-08 13:05:00,2026-06-08 13:08:16,196.4,Mobile,Safari,iOS,/support,/billing,6,Direct,False,False
WSN000000001002,CUST000534,2026-06-18 09:32:00,2026-06-18 09:32:43,43.5,Mobile,Chrome,Android,/home,/home,1,Social,True,False
WSN000000001003,CUST000535,2026-06-21 13:57:00,2026-06-21 13:57:54,54.6,Mobile,Chrome,Android,/support,/upgrade,3,Search,True,False
WSN000000001004,CUST000535,2026-06-01 00:36:00,2026-06-01 00:36:28,28.7,Mobile,Chrome,Android,/plans,/plans,3,Email,True,False
WSN000000001005,CUST000535,2026-06-06 02:56:00,2026-06-06 02:59:06,186.1,Mobile,Safari,iOS,/support,/billing,6,Direct,True,False
WSN000000001006,CUST000535,2026-06-23 07:33:00,2026-06-23 07:36:23,203.7,Desktop,Safari,macOS,/upgrade,/billing,9,Social,False,False
WSN000000001007,CUST000536,2026-06-24 12:44:00,2026-06-24 12:44:22,22.0,Tablet,Safari,iOS,/support,/outage-status,2,Ad,True,False
WSN000000001008,CUST000536,2026-06-01 03:00:00,2026-06-01 03:00:30,30.7,Mobile,Chrome,iOS,/plans,/plans,1,Social,True,False
WSN000000001009,CUST000536,2026-06-16 06:56:00,2026-06-16 07:02:33,393.9,Desktop,Chrome,Windows,/home,/support,11,Email,True,True
WSN000000001010,CUST000536,2026-06-04 08:28:00,2026-06-04 08:28:13,13.5,Desktop,Chrome,macOS,/support,/support,1,Direct,False,False
WSN000000001011,CUST000536,2026-05-31 02:08:00,2026-05-31 02:11:45,225.0,Desktop,Chrome,Windows,/account,/support,6,Search,True,False
WSN000000001012,CUST000539,2026-06-11 18:10:00,2026-06-11 18:12:32,152.9,Mobile,Chrome,Android,/home,/upgrade,5,Social,True,False
WSN000000001013,CUST000539,2026-06-06 12:54:00,2026-06-06 12:56:51,171.6,Mobile,Chrome,Android,/outage-status,/billing,5,Search,True,False
WSN000000001014,CUST000539,2026-06-24 02:56:00,2026-06-24 02:59:43,223.0,Desktop,Chrome,Windows,/support,/home,8,Direct,False,False
WSN000000001015,CUST000539,2026-06-29 03:50:00,2026-06-29 03:55:23,323.4,Desktop,Chrome,Windows,/billing,/upgrade,12,Direct,False,False
WSN000000001016,CUST000539,2026-06-29 21:03:00,2026-06-29 21:04:45,105.3,Desktop,Chrome,Windows,/billing,/plans,7,Direct,True,False
WSN000000001017,CUST000539,2026-06-22 16:48:00,2026-06-22 16:51:11,191.1,Desktop,Safari,macOS,/home,/plans,7,Direct,False,False
WSN000000001018,CUST000539,2026-06-16 01:26:00,2026-06-16 01:30:32,272.0,Tablet,Safari,iOS,/billing,/billing,9,Direct,False,False
WSN000000001019,CUST000539,2026-06-25 10:16:00,2026-06-25 10:16:33,33.8,Mobile,Safari,iOS,/outage-status,/outage-status,3,Ad,False,False
WSN000000001020,CUST000541,2026-06-03 20:13:00,2026-06-03 20:16:16,196.9,Desktop,Chrome,macOS,/support,/support,6,Email,True,False
WSN000000001021,CUST000541,2026-06-27 06:48:00,2026-06-27 06:52:28,268.9,Desktop,Chrome,macOS,/upgrade,/plans,10,Email,True,False
WSN000000001022,CUST000541,2026-06-04 12:20:00,2026-06-04 12:24:42,282.7,Mobile,Safari,iOS,/outage-status,/outage-status,7,Search,False,False
WSN000000001023,CUST000541,2026-06-13 08:27:00,2026-06-13 08:29:05,125.9,Desktop,Chrome,macOS,/support,/support,11,Search,True,False
WSN000000001024,CUST000541,2026-06-23 15:52:00,2026-06-23 15:54:07,127.1,Desktop,Edge,Windows,/home,/outage-status,7,Direct,True,False
WSN000000001025,CUST000541,2026-06-02 22:19:00,2026-06-02 22:23:31,271.5,Mobile,Chrome,Android,/account,/support,12,Direct,True,False
WSN000000001026,CUST000544,2026-06-12 04:05:00,2026-06-12 04:07:13,133.4,Mobile,Chrome,iOS,/support,/plans,3,Direct,True,True
WSN000000001027,CUST000544,2026-06-08 21:42:00,2026-06-08 21:43:37,97.1,Mobile,Safari,iOS,/outage-status,/support,4,Direct,False,False
WSN000000001028,CUST000544,2026-06-22 12:47:00,2026-06-22 12:49:23,143.9,Mobile,Safari,iOS,/support,/support,10,Direct,True,False
WSN000000001029,CUST000550,2026-06-23 05:05:00,2026-06-23 05:05:19,19.4,Mobile,Chrome,Android,/outage-status,/outage-status,1,Search,False,False
WSN000000001030,CUST000551,2026-06-06 01:19:00,2026-06-06 01:24:06,306.4,Mobile,Chrome,Android,/home,/account,7,Social,False,False
WSN000000001031,CUST000551,2026-06-09 15:44:00,2026-06-09 15:46:37,157.2,Desktop,Chrome,Windows,/outage-status,/outage-status,4,Direct,True,True
WSN000000001032,CUST000551,2026-06-02 04:29:00,2026-06-02 04:29:23,23.8,Mobile,Chrome,Android,/upgrade,/upgrade,1,Search,True,False
WSN000000001033,CUST000551,2026-06-05 18:49:00,2026-06-05 18:54:31,331.4,Mobile,Chrome,Android,/home,/support,11,Direct,False,False
WSN000000001034,CUST000551,2026-06-26 10:20:00,2026-06-26 10:21:25,85.3,Mobile,Safari,iOS,/upgrade,/account,5,Social,True,False
WSN000000001035,CUST000551,2026-06-19 03:31:00,2026-06-19 03:36:21,321.6,Mobile,Chrome,iOS,/support,/billing,12,Direct,True,True
WSN000000001036,CUST000553,2026-06-19 08:08:00,2026-06-19 08:13:08,308.9,Desktop,Safari,macOS,/support,/support,8,Social,False,False
WSN000000001037,CUST000553,2026-06-19 11:36:00,2026-06-19 11:38:07,127.7,Desktop,Edge,Windows,/home,/support,7,Direct,False,False
WSN000000001038,CUST000553,2026-06-17 12:25:00,2026-06-17 12:27:06,126.2,Mobile,Firefox,Android,/plans,/upgrade,6,Direct,False,False
WSN000000001039,CUST000553,2026-06-12 23:42:00,2026-06-12 23:50:12,492.3,Mobile,Safari,iOS,/support,/account,12,Direct,True,False
WSN000000001040,CUST000557,2026-06-13 05:26:00,2026-06-13 05:30:28,268.2,Mobile,Chrome,Android,/support,/home,8,Search,True,False
WSN000000001041,CUST000557,2026-06-01 21:42:00,2026-06-01 21:47:29,329.6,Desktop,Safari,macOS,/support,/upgrade,10,Direct,False,False
WSN000000001042,CUST000557,2026-05-31 00:13:00,2026-05-31 00:14:21,81.0,Tablet,Chrome,Android,/plans,/plans,4,Search,False,False
WSN000000001043,CUST000557,2026-06-17 02:31:00,2026-06-17 02:31:22,22.7,Desktop,Chrome,macOS,/plans,/plans,1,Search,False,False
WSN000000001044,CUST000559,2026-06-12 12:42:00,2026-06-12 12:48:38,398.4,Desktop,Safari,macOS,/plans,/outage-status,11,Email,False,False
WSN000000001045,CUST000560,2026-06-16 12:27:00,2026-06-16 12:29:50,170.7,Desktop,Edge,Windows,/account,/account,5,Search,True,False
WSN000000001046,CUST000560,2026-06-23 13:22:00,2026-06-23 13:28:48,408.8,Tablet,Firefox,Android,/support,/outage-status,11,Email,True,False
WSN000000001047,CUST000560,2026-06-01 22:11:00,2026-06-01 22:12:24,84.8,Desktop,Safari,macOS,/outage-status,/account,2,Search,False,False
WSN000000001048,CUST000560,2026-06-15 08:58:00,2026-06-15 09:00:27,147.5,Mobile,Chrome,Android,/support,/home,9,Email,True,True
WSN000000001049,CUST000560,2026-06-25 05:57:00,2026-06-25 05:59:51,171.7,Tablet,Chrome,Android,/billing,/billing,4,Email,False,False
WSN000000001050,CUST000560,2026-06-21 23:31:00,2026-06-21 23:35:23,263.5,Desktop,Chrome,macOS,/outage-status,/billing,12,Direct,False,False
WSN000000001051,CUST000561,2026-06-13 06:21:00,2026-06-13 06:25:03,243.2,Desktop,Chrome,Windows,/support,/home,11,Email,True,False
WSN000000001052,CUST000564,2026-06-20 15:47:00,2026-06-20 15:49:32,152.6,Desktop,Chrome,macOS,/outage-status,/upgrade,9,Search,False,False
WSN000000001053,CUST000564,2026-06-24 23:30:00,2026-06-24 23:34:30,270.3,Mobile,Chrome,Android,/outage-status,/support,11,Direct,True,False
WSN000000001054,CUST000566,2026-06-05 09:11:00,2026-06-05 09:13:52,172.5,Mobile,Safari,iOS,/outage-status,/upgrade,10,Email,True,False
WSN000000001055,CUST000566,2026-06-18 21:17:00,2026-06-18 21:17:22,22.5,Mobile,Safari,iOS,/account,/account,1,Social,True,False
WSN000000001056,CUST000566,2026-06-06 10:51:00,2026-06-06 10:53:37,157.1,Desktop,Edge,Windows,/account,/account,4,Email,False,False
WSN000000001057,CUST000568,2026-06-21 16:59:00,2026-06-21 16:59:42,42.7,Desktop,Chrome,Windows,/upgrade,/upgrade,1,Ad,False,False
WSN000000001058,CUST000568,2026-06-13 14:25:00,2026-06-13 14:28:46,226.8,Desktop,Chrome,Windows,/billing,/home,10,Direct,True,True
WSN000000001059,CUST000568,2026-06-18 04:18:00,2026-06-18 04:21:41,221.2,Desktop,Firefox,Windows,/plans,/account,10,Email,False,False
WSN000000001060,CUST000572,2026-06-08 10:06:00,2026-06-08 10:06:26,26.4,Mobile,Safari,iOS,/outage-status,/outage-status,1,Search,True,False
WSN000000001061,CUST000572,2026-06-18 11:15:00,2026-06-18 11:18:05,185.5,Desktop,Chrome,Windows,/account,/outage-status,7,Direct,True,True
WSN000000001062,CUST000572,2026-06-19 14:55:00,2026-06-19 14:56:29,89.8,Mobile,Firefox,Android,/upgrade,/outage-status,6,Email,True,False
WSN000000001063,CUST000572,2026-06-28 17:34:00,2026-06-28 17:36:48,168.9,Mobile,Safari,iOS,/plans,/upgrade,4,Social,False,False
WSN000000001064,CUST000578,2026-06-20 09:04:00,2026-06-20 09:05:04,64.9,Desktop,Firefox,Windows,/account,/billing,4,Search,True,True
WSN000000001065,CUST000578,2026-06-16 19:44:00,2026-06-16 19:45:19,79.5,Desktop,Chrome,Windows,/home,/upgrade,2,Search,True,False
WSN000000001066,CUST000580,2026-06-20 07:17:00,2026-06-20 07:22:42,342.3,Desktop,Edge,Windows,/support,/support,8,Ad,False,False
WSN000000001067,CUST000580,2026-06-22 23:52:00,2026-06-22 23:57:19,319.9,Mobile,Safari,iOS,/plans,/upgrade,11,Search,True,False
WSN000000001068,CUST000580,2026-06-29 04:29:00,2026-06-29 04:30:35,95.4,Mobile,Chrome,Android,/home,/support,3,Search,False,False
WSN000000001069,CUST000580,2026-06-28 05:49:00,2026-06-28 05:52:01,181.0,Desktop,Safari,macOS,/upgrade,/support,10,Email,False,False
WSN000000001070,CUST000582,2026-06-04 10:50:00,2026-06-04 10:54:18,258.3,Mobile,Chrome,Android,/account,/plans,6,Search,True,False
WSN000000001071,CUST000582,2026-06-08 22:46:00,2026-06-08 22:49:44,224.9,Mobile,Chrome,Android,/account,/account,8,Search,True,True
WSN000000001072,CUST000582,2026-06-11 12:23:00,2026-06-11 12:30:00,420.7,Mobile,Safari,iOS,/plans,/account,11,Social,True,False
WSN000000001073,CUST000582,2026-06-04 20:40:00,2026-06-04 20:42:20,140.7,Desktop,Chrome,macOS,/billing,/support,7,Email,False,False
WSN000000001074,CUST000582,2026-06-28 05:46:00,2026-06-28 05:50:07,247.9,Mobile,Safari,iOS,/upgrade,/billing,6,Social,True,False
WSN000000001075,CUST000582,2026-06-01 21:51:00,2026-06-01 21:57:59,419.0,Mobile,Safari,iOS,/upgrade,/home,12,Email,True,True
WSN000000001076,CUST000583,2026-06-11 18:48:00,2026-06-11 18:49:18,78.4,Desktop,Chrome,Windows,/plans,/upgrade,7,Email,False,False
WSN000000001077,CUST000583,2026-05-31 14:18:00,2026-05-31 14:18:23,23.8,Desktop,Firefox,macOS,/home,/home,1,Direct,False,False
WSN000000001078,CUST000583,2026-06-17 07:09:00,2026-06-17 07:14:30,330.1,Desktop,Safari,macOS,/support,/support,9,Search,True,True
WSN000000001079,CUST000583,2026-06-06 03:07:00,2026-06-06 03:10:27,207.6,Mobile,Safari,iOS,/upgrade,/billing,7,Direct,False,False
WSN000000001080,CUST000583,2026-06-27 23:44:00,2026-06-27 23:48:35,275.1,Mobile,Safari,iOS,/support,/home,9,Direct,False,False
WSN000000001081,CUST000583,2026-06-16 12:15:00,2026-06-16 12:16:42,102.7,Tablet,Chrome,Android,/outage-status,/account,12,Search,True,False
WSN000000001082,CUST000583,2026-06-16 06:20:00,2026-06-16 06:21:02,62.0,Desktop,Edge,Windows,/outage-status,/upgrade,4,Search,False,False
WSN000000001083,CUST000583,2026-06-05 00:43:00,2026-06-05 00:45:05,125.5,Mobile,Firefox,Android,/plans,/billing,3,Search,False,False
WSN000000001084,CUST000588,2026-06-11 23:12:00,2026-06-11 23:13:34,94.7,Desktop,Chrome,Windows,/outage-status,/account,3,Search,False,False
WSN000000001085,CUST000588,2026-05-31 21:16:00,2026-05-31 21:16:57,57.2,Desktop,Chrome,Windows,/support,/upgrade,2,Social,True,False
WSN000000001086,CUST000588,2026-06-17 10:28:00,2026-06-17 10:32:04,244.2,Desktop,Chrome,Windows,/home,/plans,6,Search,False,False
WSN000000001087,CUST000588,2026-06-19 22:07:00,2026-06-19 22:09:26,146.3,Tablet,Safari,iOS,/billing,/upgrade,8,Direct,True,False
WSN000000001088,CUST000589,2026-06-24 15:34:00,2026-06-24 15:35:17,77.6,Tablet,Safari,iOS,/account,/support,3,Search,False,False
WSN000000001089,CUST000589,2026-06-08 09:36:00,2026-06-08 09:37:40,100.5,Mobile,Safari,iOS,/outage-status,/account,3,Ad,True,True
WSN000000001090,CUST000589,2026-06-10 22:07:00,2026-06-10 22:10:19,199.3,Mobile,Safari,iOS,/billing,/account,12,Email,True,False
WSN000000001091,CUST000589,2026-06-28 01:50:00,2026-06-28 01:54:45,285.8,Mobile,Safari,iOS,/support,/billing,12,Direct,True,False
WSN000000001092,CUST000589,2026-06-18 09:49:00,2026-06-18 09:51:56,176.6,Mobile,Safari,iOS,/upgrade,/outage-status,4,Email,True,False
WSN000000001093,CUST000589,2026-06-12 19:20:00,2026-06-12 19:25:05,305.7,Desktop,Chrome,Windows,/billing,/upgrade,7,Search,False,False
WSN000000001094,CUST000590,2026-06-16 22:48:00,2026-06-16 22:50:26,146.9,Mobile,Firefox,Android,/outage-status,/upgrade,4,Direct,False,False
WSN000000001095,CUST000590,2026-06-04 23:02:00,2026-06-04 23:04:30,150.4,Desktop,Chrome,Windows,/billing,/outage-status,12,Search,False,False
WSN000000001096,CUST000595,2026-06-13 09:11:00,2026-06-13 09:16:41,341.8,Desktop,Edge,Windows,/support,/account,10,Direct,True,False
WSN000000001097,CUST000595,2026-06-13 22:51:00,2026-06-13 22:54:08,188.8,Desktop,Chrome,macOS,/outage-status,/upgrade,8,Direct,False,False
WSN000000001098,CUST000595,2026-06-23 09:57:00,2026-06-23 10:02:44,344.2,Desktop,Edge,Windows,/billing,/support,10,Social,False,False
WSN000000001099,CUST000595,2026-06-07 20:24:00,2026-06-07 20:29:14,314.0,Desktop,Chrome,Windows,/support,/home,10,Direct,True,False
WSN000000001100,CUST000595,2026-06-29 22:59:00,2026-06-29 23:06:56,476.9,Mobile,Safari,iOS,/outage-status,/billing,12,Social,True,False
WSN000000001101,CUST000595,2026-06-02 07:46:00,2026-06-02 07:50:52,292.4,Desktop,Chrome,Windows,/billing,/billing,12,Email,True,False
WSN000000001102,CUST000595,2026-06-09 00:14:00,2026-06-09 00:14:19,19.3,Mobile,Safari,iOS,/upgrade,/upgrade,2,Direct,False,False
WSN000000001103,CUST000595,2026-06-18 20:22:00,2026-06-18 20:24:19,139.1,Desktop,Chrome,Windows,/outage-status,/outage-status,11,Search,False,False
WSN000000001104,CUST000599,2026-06-29 21:23:00,2026-06-29 21:28:36,336.4,Tablet,Safari,iOS,/support,/account,9,Direct,True,False
WSN000000001105,CUST000599,2026-06-02 20:00:00,2026-06-02 20:02:30,150.8,Mobile,Chrome,Android,/support,/billing,7,Search,False,False
WSN000000001106,CUST000599,2026-06-15 09:13:00,2026-06-15 09:13:30,30.8,Desktop,Safari,macOS,/upgrade,/home,2,Search,True,True
WSN000000001107,CUST000599,2026-06-28 04:41:00,2026-06-28 04:45:06,246.7,Mobile,Safari,iOS,/account,/account,10,Social,False,False
WSN000000001108,CUST000599,2026-06-08 23:24:00,2026-06-08 23:25:46,106.1,Mobile,Chrome,iOS,/account,/support,4,Email,True,False
WSN000000001109,CUST000599,2026-06-15 04:17:00,2026-06-15 04:24:31,451.1,Desktop,Firefox,Windows,/billing,/billing,11,Direct,True,False
WSN000000001110,CUST000600,2026-06-02 03:40:00,2026-06-02 03:40:41,41.0,Mobile,Chrome,Android,/plans,/plans,1,Social,True,False
WSN000000001111,CUST000600,2026-06-19 20:47:00,2026-06-19 20:55:45,525.9,Mobile,Chrome,Android,/home,/outage-status,12,Direct,False,False
WSN000000001112,CUST000600,2026-06-10 20:58:00,2026-06-10 20:59:01,61.8,Desktop,Chrome,Windows,/plans,/account,2,Search,False,False
WSN000000001113,CUST000600,2026-06-11 11:30:00,2026-06-11 11:38:08,488.4,Desktop,Chrome,Windows,/billing,/home,12,Social,True,False
WSN000000001114,CUST000600,2026-06-26 07:16:00,2026-06-26 07:18:50,170.4,Tablet,Chrome,Android,/account,/account,8,Search,False,False
WSN000000001115,CUST000602,2026-06-03 14:23:00,2026-06-03 14:23:57,57.0,Mobile,Safari,iOS,/home,/plans,2,Search,True,True
WSN000000001116,CUST000602,2026-06-29 08:12:00,2026-06-29 08:17:07,307.1,Mobile,Chrome,iOS,/account,/plans,10,Social,True,False
WSN000000001117,CUST000602,2026-06-25 14:41:00,2026-06-25 14:46:32,332.6,Mobile,Chrome,Android,/upgrade,/billing,9,Ad,True,False
WSN000000001118,CUST000602,2026-06-25 15:57:00,2026-06-25 15:59:15,135.4,Desktop,Chrome,Windows,/support,/support,8,Direct,True,True
WSN000000001119,CUST000602,2026-06-10 13:04:00,2026-06-10 13:07:39,219.6,Mobile,Chrome,Android,/account,/plans,11,Direct,False,False
WSN000000001120,CUST000602,2026-06-20 18:50:00,2026-06-20 18:51:38,98.7,Tablet,Chrome,Android,/outage-status,/billing,4,Direct,True,False
WSN000000001121,CUST000604,2026-06-03 15:21:00,2026-06-03 15:22:49,109.4,Mobile,Chrome,Android,/support,/plans,4,Social,False,False
WSN000000001122,CUST000604,2026-06-07 17:20:00,2026-06-07 17:23:01,181.4,Mobile,Firefox,Android,/account,/home,11,Direct,True,False
WSN000000001123,CUST000604,2026-06-16 20:56:00,2026-06-16 20:57:36,96.7,Desktop,Safari,macOS,/plans,/billing,10,Search,False,False
WSN000000001124,CUST000604,2026-06-28 04:28:00,2026-06-28 04:35:08,428.3,Tablet,Safari,iOS,/account,/plans,12,Search,False,False
WSN000000001125,CUST000604,2026-06-10 20:54:00,2026-06-10 20:54:29,29.1,Mobile,Chrome,Android,/plans,/outage-status,3,Search,False,False
WSN000000001126,CUST000604,2026-06-25 16:27:00,2026-06-25 16:29:42,162.4,Mobile,Chrome,Android,/plans,/account,4,Direct,True,False
WSN000000001127,CUST000604,2026-06-19 17:22:00,2026-06-19 17:29:31,451.6,Mobile,Chrome,Android,/account,/plans,11,Direct,False,False
WSN000000001128,CUST000604,2026-06-28 17:23:00,2026-06-28 17:24:29,89.5,Desktop,Chrome,Windows,/plans,/outage-status,2,Search,True,False
WSN000000001129,CUST000608,2026-06-29 12:50:00,2026-06-29 12:51:20,80.3,Mobile,Safari,iOS,/plans,/home,8,Search,True,False
WSN000000001130,CUST000608,2026-06-16 04:47:00,2026-06-16 04:48:30,90.2,Mobile,Chrome,Android,/upgrade,/upgrade,8,Email,False,False
WSN000000001131,CUST000609,2026-06-12 21:11:00,2026-06-12 21:17:55,415.9,Desktop,Safari,macOS,/upgrade,/outage-status,12,Social,False,False
WSN000000001132,CUST000609,2026-06-16 08:44:00,2026-06-16 08:46:02,122.6,Mobile,Safari,iOS,/support,/outage-status,11,Search,True,False
WSN000000001133,CUST000609,2026-06-25 16:42:00,2026-06-25 16:47:07,307.6,Mobile,Chrome,Android,/outage-status,/billing,7,Direct,True,False
WSN000000001134,CUST000609,2026-06-17 10:45:00,2026-06-17 10:48:54,234.7,Desktop,Edge,Windows,/outage-status,/billing,7,Direct,False,False
WSN000000001135,CUST000609,2026-06-11 03:43:00,2026-06-11 03:47:08,248.1,Desktop,Edge,Windows,/upgrade,/billing,7,Search,False,False
WSN000000001136,CUST000609,2026-06-28 08:37:00,2026-06-28 08:38:10,70.9,Mobile,Chrome,iOS,/home,/plans,2,Direct,False,False
WSN000000001137,CUST000610,2026-06-25 21:10:00,2026-06-25 21:15:29,329.3,Desktop,Chrome,macOS,/account,/account,10,Search,False,False
WSN000000001138,CUST000610,2026-06-19 12:58:00,2026-06-19 12:59:13,73.2,Mobile,Chrome,Android,/plans,/account,2,Social,True,False
WSN000000001139,CUST000610,2026-06-19 06:04:00,2026-06-19 06:06:25,145.2,Desktop,Chrome,macOS,/billing,/plans,8,Direct,True,False
WSN000000001140,CUST000610,2026-06-05 22:18:00,2026-06-05 22:18:22,22.0,Mobile,Chrome,Android,/support,/support,1,Direct,True,False
WSN000000001141,CUST000610,2026-06-01 04:18:00,2026-06-01 04:19:30,90.5,Desktop,Edge,Windows,/plans,/plans,6,Direct,True,False
WSN000000001142,CUST000610,2026-06-22 11:25:00,2026-06-22 11:27:51,171.9,Tablet,Safari,iOS,/account,/outage-status,10,Direct,True,False
WSN000000001143,CUST000610,2026-06-27 04:55:00,2026-06-27 04:58:19,199.8,Mobile,Safari,iOS,/home,/account,5,Social,False,False
WSN000000001144,CUST000610,2026-05-31 15:17:00,2026-05-31 15:21:16,256.7,Mobile,Safari,iOS,/billing,/account,11,Direct,False,False
WSN000000001145,CUST000612,2026-06-09 16:38:00,2026-06-09 16:39:24,84.5,Mobile,Chrome,Android,/billing,/billing,8,Social,True,True
WSN000000001146,CUST000614,2026-06-15 13:29:00,2026-06-15 13:31:40,160.9,Desktop,Chrome,Windows,/plans,/account,4,Search,False,False
WSN000000001147,CUST000615,2026-06-19 08:01:00,2026-06-19 08:05:56,296.0,Desktop,Safari,macOS,/home,/support,10,Direct,False,False
WSN000000001148,CUST000615,2026-06-07 00:52:00,2026-06-07 00:55:25,205.3,Desktop,Edge,Windows,/plans,/home,5,Direct,False,False
WSN000000001149,CUST000623,2026-06-29 03:16:00,2026-06-29 03:18:41,161.1,Mobile,Safari,iOS,/plans,/support,8,Direct,True,False
WSN000000001150,CUST000623,2026-06-27 11:37:00,2026-06-27 11:37:47,47.3,Desktop,Chrome,Windows,/account,/outage-status,3,Search,False,False
WSN000000001151,CUST000626,2026-06-21 17:06:00,2026-06-21 17:09:03,183.8,Mobile,Safari,iOS,/account,/outage-status,6,Direct,True,False
WSN000000001152,CUST000626,2026-06-15 18:09:00,2026-06-15 18:11:43,163.3,Desktop,Chrome,Windows,/billing,/plans,12,Social,True,False
WSN000000001153,CUST000626,2026-06-13 17:28:00,2026-06-13 17:30:26,146.6,Desktop,Edge,Windows,/upgrade,/outage-status,5,Direct,True,False
WSN000000001154,CUST000626,2026-06-15 07:30:00,2026-06-15 07:30:44,44.6,Desktop,Chrome,macOS,/account,/home,4,Social,False,False
WSN000000001155,CUST000626,2026-06-13 03:24:00,2026-06-13 03:29:14,314.0,Desktop,Edge,Windows,/plans,/upgrade,7,Direct,False,False
WSN000000001156,CUST000626,2026-06-17 12:45:00,2026-06-17 12:45:09,9.5,Mobile,Chrome,Android,/home,/home,1,Direct,True,False
WSN000000001157,CUST000626,2026-06-07 07:38:00,2026-06-07 07:42:17,257.0,Desktop,Edge,Windows,/outage-status,/billing,8,Search,True,False
WSN000000001158,CUST000630,2026-06-29 01:42:00,2026-06-29 01:49:20,440.6,Desktop,Safari,macOS,/billing,/account,12,Direct,False,False
WSN000000001159,CUST000630,2026-06-15 19:28:00,2026-06-15 19:28:11,11.9,Mobile,Chrome,iOS,/billing,/billing,1,Direct,True,False
WSN000000001160,CUST000630,2026-06-24 07:22:00,2026-06-24 07:23:56,116.2,Desktop,Safari,macOS,/home,/plans,3,Direct,True,False
WSN000000001161,CUST000630,2026-06-29 21:03:00,2026-06-29 21:07:53,293.4,Mobile,Safari,iOS,/home,/plans,7,Email,True,False
WSN000000001162,CUST000630,2026-06-27 02:48:00,2026-06-27 02:51:36,216.4,Mobile,Safari,iOS,/upgrade,/account,6,Direct,True,True
WSN000000001163,CUST000633,2026-06-03 16:40:00,2026-06-03 16:42:30,150.2,Desktop,Firefox,Windows,/billing,/support,9,Email,False,False
WSN000000001164,CUST000633,2026-06-13 21:29:00,2026-06-13 21:30:15,75.1,Tablet,Chrome,Android,/support,/outage-status,2,Direct,False,False
WSN000000001165,CUST000633,2026-06-17 00:45:00,2026-06-17 00:47:08,128.4,Mobile,Chrome,Android,/account,/support,6,Social,False,False
WSN000000001166,CUST000633,2026-06-29 05:31:00,2026-06-29 05:37:38,398.7,Mobile,Chrome,Android,/outage-status,/upgrade,10,Social,False,False
WSN000000001167,CUST000634,2026-06-29 12:15:00,2026-06-29 12:15:29,29.4,Desktop,Chrome,macOS,/billing,/outage-status,2,Social,True,False
WSN000000001168,CUST000634,2026-06-23 01:07:00,2026-06-23 01:07:59,59.0,Desktop,Safari,macOS,/upgrade,/billing,5,Search,True,False
WSN000000001169,CUST000634,2026-06-20 02:15:00,2026-06-20 02:16:22,82.0,Desktop,Chrome,macOS,/upgrade,/plans,6,Direct,False,False
WSN000000001170,CUST000634,2026-06-20 23:30:00,2026-06-20 23:31:40,100.8,Desktop,Chrome,macOS,/upgrade,/account,11,Email,False,False
WSN000000001171,CUST000635,2026-06-08 18:33:00,2026-06-08 18:35:06,126.3,Mobile,Chrome,Android,/billing,/account,5,Email,True,True
WSN000000001172,CUST000635,2026-06-15 18:48:00,2026-06-15 18:50:00,120.5,Desktop,Edge,Windows,/home,/account,3,Direct,False,False
WSN000000001173,CUST000635,2026-06-17 18:29:00,2026-06-17 18:29:29,29.6,Mobile,Safari,iOS,/plans,/plans,1,Ad,False,False
WSN000000001174,CUST000635,2026-06-16 22:24:00,2026-06-16 22:31:12,432.5,Mobile,Chrome,Android,/account,/upgrade,11,Email,False,False
WSN000000001175,CUST000636,2026-06-03 14:40:00,2026-06-03 14:43:27,207.1,Tablet,Safari,iOS,/home,/outage-status,11,Email,False,False
WSN000000001176,CUST000636,2026-06-14 21:46:00,2026-06-14 21:47:48,108.0,Mobile,Chrome,iOS,/account,/upgrade,11,Search,False,False
