invoice_line_id,invoice_id,description,category,amount
INL00006600,INV0003938,Data usage overage,usage,14.93
INL00006601,INV0003939,PROD_INT monthly service,recurring,50.0
INL00006602,INV0003939,One-time activation fee,one-time,35.0
INL00006603,INV0003939,Partial month proration,one-time,9.71
INL00006604,INV0003940,PROD_INT monthly service,recurring,50.0
INL00006605,INV0003941,PROD_INT monthly service,recurring,50.0
INL00006606,INV0003942,PROD_INT monthly service,recurring,50.0
INL00006607,INV0003943,PROD_INT monthly service,recurring,50.0
INL00006608,INV0003944,PROD_INT monthly service,recurring,50.0
INL00006609,INV0003945,PROD_INT monthly service,recurring,50.0
INL00006610,INV0003946,PROD_INT monthly service,recurring,50.0
INL00006611,INV0003946,Data usage overage,usage,30.26
INL00006612,INV0003947,PROD_INT monthly service,recurring,50.0
INL00006613,INV0003948,PROD_INT monthly service,recurring,50.0
INL00006614,INV0003949,PROD_INT monthly service,recurring,50.0
INL00006615,INV0003950,PROD_INT monthly service,recurring,50.0
INL00006616,INV0003950,Goodwill/service credit,credit,-26.06
INL00006617,INV0003951,PROD_INT monthly service,recurring,50.0
INL00006618,INV0003951,One-time activation fee,one-time,35.0
INL00006619,INV0003951,Partial month proration,one-time,32.91
INL00006620,INV0003952,PROD_INT monthly service,recurring,50.0
INL00006621,INV0003953,PROD_INT monthly service,recurring,50.0
INL00006622,INV0003954,PROD_INT monthly service,recurring,50.0
INL00006623,INV0003954,Data usage overage,usage,11.34
INL00006624,INV0003955,PROD_INT monthly service,recurring,50.0
INL00006625,INV0003956,PROD_INT monthly service,recurring,50.0
INL00006626,INV0003956,Data usage overage,usage,35.47
INL00006627,INV0003956,Goodwill/service credit,credit,-7.08
INL00006628,INV0003957,PROD_INT monthly service,recurring,50.0
INL00006629,INV0003958,PROD_INT monthly service,recurring,50.0
INL00006630,INV0003959,PROD_INT monthly service,recurring,50.0
INL00006631,INV0003959,Data usage overage,usage,16.94
INL00006632,INV0003960,PROD_INT monthly service,recurring,50.0
INL00006633,INV0003961,PROD_INT monthly service,recurring,50.0
INL00006634,INV0003962,PROD_INT monthly service,recurring,50.0
INL00006635,INV0003962,Goodwill/service credit,credit,-7.0
INL00006636,INV0003963,PROD_INT monthly service,recurring,120.0
INL00006637,INV0003963,One-time activation fee,one-time,35.0
INL00006638,INV0003963,Partial month proration,one-time,56.43
INL00006639,INV0003964,PROD_INT monthly service,recurring,120.0
INL00006640,INV0003965,PROD_INT monthly service,recurring,120.0
INL00006641,INV0003966,PROD_INT monthly service,recurring,120.0
INL00006642,INV0003967,PROD_INT monthly service,recurring,120.0
INL00006643,INV0003968,PROD_INT monthly service,recurring,120.0
INL00006644,INV0003969,PROD_INT monthly service,recurring,120.0
INL00006645,INV0003970,PROD_INT monthly service,recurring,120.0
INL00006646,INV0003971,PROD_INT monthly service,recurring,120.0
INL00006647,INV0003972,PROD_INT monthly service,recurring,120.0
INL00006648,INV0003973,PROD_INT monthly service,recurring,120.0
INL00006649,INV0003974,PROD_INT monthly service,recurring,120.0
INL00006650,INV0003974,Goodwill/service credit,credit,-27.36
INL00006651,INV0003975,PROD_INT monthly service,recurring,95.0
INL00006652,INV0003975,One-time activation fee,one-time,35.0
INL00006653,INV0003975,Partial month proration,one-time,14.24
INL00006654,INV0003976,PROD_INT monthly service,recurring,95.0
INL00006655,INV0003977,PROD_INT monthly service,recurring,95.0
INL00006656,INV0003977,Data usage overage,usage,26.11
INL00006657,INV0003978,PROD_INT monthly service,recurring,95.0
INL00006658,INV0003978,Data usage overage,usage,38.87
INL00006659,INV0003979,PROD_INT monthly service,recurring,95.0
INL00006660,INV0003980,PROD_INT monthly service,recurring,95.0
INL00006661,INV0003980,Goodwill/service credit,credit,-14.27
INL00006662,INV0003981,PROD_INT monthly service,recurring,95.0
INL00006663,INV0003981,Goodwill/service credit,credit,-23.0
INL00006664,INV0003982,PROD_INT monthly service,recurring,95.0
INL00006665,INV0003983,PROD_INT monthly service,recurring,95.0
INL00006666,INV0003984,PROD_INT monthly service,recurring,95.0
INL00006667,INV0003985,PROD_INT monthly service,recurring,95.0
INL00006668,INV0003986,PROD_INT monthly service,recurring,95.0
INL00006669,INV0003987,PROD_INT monthly service,recurring,70.0
INL00006670,INV0003987,One-time activation fee,one-time,35.0
INL00006671,INV0003987,Partial month proration,one-time,29.14
INL00006672,INV0003988,PROD_INT monthly service,recurring,70.0
INL00006673,INV0003989,PROD_INT monthly service,recurring,70.0
INL00006674,INV0003989,Goodwill/service credit,credit,-8.02
INL00006675,INV0003990,PROD_INT monthly service,recurring,70.0
INL00006676,INV0003991,PROD_INT monthly service,recurring,70.0
INL00006677,INV0003992,PROD_INT monthly service,recurring,70.0
INL00006678,INV0003993,PROD_INT monthly service,recurring,70.0
INL00006679,INV0003994,PROD_INT monthly service,recurring,70.0
INL00006680,INV0003995,PROD_INT monthly service,recurring,70.0
INL00006681,INV0003996,PROD_INT monthly service,recurring,70.0
INL00006682,INV0003997,PROD_INT monthly service,recurring,70.0
INL00006683,INV0003998,PROD_INT monthly service,recurring,70.0
INL00006684,INV0003999,PROD_INT monthly service,recurring,95.0
INL00006685,INV0003999,One-time activation fee,one-time,35.0
INL00006686,INV0003999,Partial month proration,one-time,40.45
INL00006687,INV0003999,Data usage overage,usage,25.83
INL00006688,INV0004000,PROD_INT monthly service,recurring,95.0
INL00006689,INV0004000,Data usage overage,usage,26.95
INL00006690,INV0004001,PROD_INT monthly service,recurring,95.0
INL00006691,INV0004002,PROD_INT monthly service,recurring,95.0
INL00006692,INV0004003,PROD_INT monthly service,recurring,95.0
INL00006693,INV0004004,PROD_INT monthly service,recurring,95.0
INL00006694,INV0004005,PROD_INT monthly service,recurring,95.0
INL00006695,INV0004006,PROD_INT monthly service,recurring,95.0
INL00006696,INV0004007,PROD_INT monthly service,recurring,95.0
INL00006697,INV0004008,PROD_INT monthly service,recurring,95.0
INL00006698,INV0004009,PROD_INT monthly service,recurring,95.0
INL00006699,INV0004010,PROD_INT monthly service,recurring,95.0
INL00006700,INV0004010,PROD_TV monthly service,recurring,45.0
INL00006701,INV0004010,Data usage overage,usage,28.08
INL00006702,INV0004011,PROD_INT monthly service,recurring,70.0
INL00006703,INV0004011,One-time activation fee,one-time,35.0
INL00006704,INV0004011,Partial month proration,one-time,41.81
INL00006705,INV0004012,PROD_INT monthly service,recurring,70.0
INL00006706,INV0004013,PROD_INT monthly service,recurring,70.0
INL00006707,INV0004013,Data usage overage,usage,32.8
INL00006708,INV0004014,PROD_INT monthly service,recurring,70.0
INL00006709,INV0004015,PROD_INT monthly service,recurring,70.0
INL00006710,INV0004016,PROD_INT monthly service,recurring,70.0
INL00006711,INV0004017,PROD_INT monthly service,recurring,70.0
INL00006712,INV0004018,PROD_INT monthly service,recurring,70.0
INL00006713,INV0004018,Goodwill/service credit,credit,-23.43
INL00006714,INV0004019,PROD_INT monthly service,recurring,70.0
INL00006715,INV0004020,PROD_INT monthly service,recurring,70.0
INL00006716,INV0004021,PROD_INT monthly service,recurring,70.0
INL00006717,INV0004022,PROD_INT monthly service,recurring,70.0
INL00006718,INV0004023,PROD_INT monthly service,recurring,55.0
INL00006719,INV0004023,One-time activation fee,one-time,35.0
INL00006720,INV0004023,Partial month proration,one-time,35.88
INL00006721,INV0004024,PROD_INT monthly service,recurring,55.0
INL00006722,INV0004025,PROD_INT monthly service,recurring,55.0
INL00006723,INV0004026,PROD_INT monthly service,recurring,55.0
INL00006724,INV0004027,PROD_INT monthly service,recurring,55.0
INL00006725,INV0004028,PROD_INT monthly service,recurring,55.0
INL00006726,INV0004029,PROD_INT monthly service,recurring,120.0
INL00006727,INV0004029,One-time activation fee,one-time,35.0
INL00006728,INV0004029,Partial month proration,one-time,27.96
INL00006729,INV0004030,PROD_INT monthly service,recurring,120.0
INL00006730,INV0004031,PROD_INT monthly service,recurring,120.0
INL00006731,INV0004032,PROD_INT monthly service,recurring,90.0
INL00006732,INV0004032,One-time activation fee,one-time,35.0
INL00006733,INV0004032,Partial month proration,one-time,33.15
INL00006734,INV0004033,PROD_INT monthly service,recurring,90.0
INL00006735,INV0004034,PROD_INT monthly service,recurring,90.0
INL00006736,INV0004035,PROD_INT monthly service,recurring,90.0
INL00006737,INV0004036,PROD_INT monthly service,recurring,90.0
INL00006738,INV0004037,PROD_INT monthly service,recurring,90.0
INL00006739,INV0004038,PROD_INT monthly service,recurring,90.0
INL00006740,INV0004039,PROD_INT monthly service,recurring,90.0
INL00006741,INV0004040,PROD_INT monthly service,recurring,90.0
INL00006742,INV0004041,PROD_INT monthly service,recurring,90.0
INL00006743,INV0004042,PROD_INT monthly service,recurring,90.0
INL00006744,INV0004043,PROD_INT monthly service,recurring,90.0
INL00006745,INV0004044,PROD_INT monthly service,recurring,75.0
INL00006746,INV0004044,One-time activation fee,one-time,35.0
INL00006747,INV0004044,Partial month proration,one-time,15.55
INL00006748,INV0004045,PROD_INT monthly service,recurring,75.0
INL00006749,INV0004046,PROD_INT monthly service,recurring,75.0
INL00006750,INV0004047,PROD_INT monthly service,recurring,75.0
INL00006751,INV0004048,PROD_INT monthly service,recurring,75.0
INL00006752,INV0004049,PROD_INT monthly service,recurring,75.0
INL00006753,INV0004050,PROD_INT monthly service,recurring,75.0
INL00006754,INV0004051,PROD_INT monthly service,recurring,75.0
INL00006755,INV0004052,PROD_INT monthly service,recurring,75.0
INL00006756,INV0004052,Data usage overage,usage,9.67
INL00006757,INV0004053,PROD_INT monthly service,recurring,75.0
INL00006758,INV0004054,PROD_INT monthly service,recurring,75.0
INL00006759,INV0004055,PROD_INT monthly service,recurring,75.0
INL00006760,INV0004056,PROD_INT monthly service,recurring,90.0
INL00006761,INV0004056,One-time activation fee,one-time,35.0
INL00006762,INV0004056,Partial month proration,one-time,35.27
INL00006763,INV0004057,PROD_INT monthly service,recurring,90.0
INL00006764,INV0004058,PROD_INT monthly service,recurring,90.0
INL00006765,INV0004059,PROD_INT monthly service,recurring,90.0
INL00006766,INV0004059,Data usage overage,usage,12.03
INL00006767,INV0004060,PROD_INT monthly service,recurring,90.0
INL00006768,INV0004061,PROD_INT monthly service,recurring,95.0
INL00006769,INV0004061,PROD_MOB monthly service,recurring,62.0
INL00006770,INV0004061,PROD_TV monthly service,recurring,45.0
INL00006771,INV0004061,One-time activation fee,one-time,35.0
INL00006772,INV0004061,Partial month proration,one-time,94.25
INL00006773,INV0004062,PROD_INT monthly service,recurring,55.0
INL00006774,INV0004062,One-time activation fee,one-time,35.0
INL00006775,INV0004062,Partial month proration,one-time,11.96
INL00006776,INV0004063,PROD_INT monthly service,recurring,55.0
INL00006777,INV0004063,Data usage overage,usage,9.43
INL00006778,INV0004064,PROD_INT monthly service,recurring,55.0
INL00006779,INV0004065,PROD_INT monthly service,recurring,55.0
INL00006780,INV0004066,PROD_INT monthly service,recurring,55.0
INL00006781,INV0004067,PROD_INT monthly service,recurring,55.0
INL00006782,INV0004068,PROD_INT monthly service,recurring,55.0
INL00006783,INV0004069,PROD_INT monthly service,recurring,55.0
INL00006784,INV0004070,PROD_INT monthly service,recurring,55.0
INL00006785,INV0004071,PROD_INT monthly service,recurring,55.0
INL00006786,INV0004072,PROD_INT monthly service,recurring,55.0
INL00006787,INV0004073,PROD_INT monthly service,recurring,55.0
INL00006788,INV0004073,Goodwill/service credit,credit,-17.89
INL00006789,INV0004074,PROD_INT monthly service,recurring,120.0
INL00006790,INV0004074,One-time activation fee,one-time,35.0
INL00006791,INV0004074,Partial month proration,one-time,59.48
INL00006792,INV0004075,PROD_INT monthly service,recurring,120.0
INL00006793,INV0004076,PROD_INT monthly service,recurring,120.0
INL00006794,INV0004077,PROD_INT monthly service,recurring,120.0
INL00006795,INV0004078,PROD_INT monthly service,recurring,120.0
INL00006796,INV0004079,PROD_INT monthly service,recurring,120.0
INL00006797,INV0004080,PROD_INT monthly service,recurring,120.0
INL00006798,INV0004081,PROD_INT monthly service,recurring,120.0
INL00006799,INV0004081,Data usage overage,usage,31.85
INL00006800,INV0004082,PROD_INT monthly service,recurring,120.0
INL00006801,INV0004083,PROD_INT monthly service,recurring,120.0
INL00006802,INV0004084,PROD_INT monthly service,recurring,120.0
INL00006803,INV0004085,PROD_INT monthly service,recurring,120.0
INL00006804,INV0004086,PROD_INT monthly service,recurring,75.0
INL00006805,INV0004086,One-time activation fee,one-time,35.0
INL00006806,INV0004086,Partial month proration,one-time,11.24
INL00006807,INV0004087,PROD_INT monthly service,recurring,75.0
INL00006808,INV0004088,PROD_INT monthly service,recurring,75.0
INL00006809,INV0004089,PROD_INT monthly service,recurring,75.0
INL00006810,INV0004090,PROD_INT monthly service,recurring,75.0
INL00006811,INV0004091,PROD_INT monthly service,recurring,75.0
INL00006812,INV0004092,PROD_INT monthly service,recurring,75.0
INL00006813,INV0004093,PROD_INT monthly service,recurring,75.0
INL00006814,INV0004093,PROD_MOB monthly service,recurring,47.0
INL00006815,INV0004094,PROD_INT monthly service,recurring,75.0
INL00006816,INV0004094,PROD_MOB monthly service,recurring,47.0
INL00006817,INV0004095,PROD_INT monthly service,recurring,75.0
INL00006818,INV0004095,PROD_MOB monthly service,recurring,47.0
INL00006819,INV0004096,PROD_INT monthly service,recurring,75.0
INL00006820,INV0004096,PROD_MOB monthly service,recurring,47.0
INL00006821,INV0004097,PROD_INT monthly service,recurring,115.0
INL00006822,INV0004097,One-time activation fee,one-time,35.0
INL00006823,INV0004097,Partial month proration,one-time,45.22
INL00006824,INV0004098,PROD_INT monthly service,recurring,115.0
INL00006825,INV0004099,PROD_INT monthly service,recurring,115.0
INL00006826,INV0004099,Goodwill/service credit,credit,-11.37
INL00006827,INV0004100,PROD_INT monthly service,recurring,115.0
INL00006828,INV0004101,PROD_INT monthly service,recurring,115.0
INL00006829,INV0004102,PROD_INT monthly service,recurring,115.0
INL00006830,INV0004103,PROD_INT monthly service,recurring,90.0
INL00006831,INV0004103,One-time activation fee,one-time,35.0
INL00006832,INV0004103,Partial month proration,one-time,45.05
INL00006833,INV0004104,PROD_INT monthly service,recurring,90.0
INL00006834,INV0004105,PROD_INT monthly service,recurring,90.0
INL00006835,INV0004106,PROD_INT monthly service,recurring,90.0
INL00006836,INV0004107,PROD_INT monthly service,recurring,90.0
INL00006837,INV0004108,PROD_INT monthly service,recurring,90.0
INL00006838,INV0004109,PROD_INT monthly service,recurring,90.0
INL00006839,INV0004110,PROD_INT monthly service,recurring,90.0
INL00006840,INV0004110,Goodwill/service credit,credit,-5.08
INL00006841,INV0004111,PROD_INT monthly service,recurring,90.0
INL00006842,INV0004111,Data usage overage,usage,23.25
INL00006843,INV0004112,PROD_INT monthly service,recurring,90.0
INL00006844,INV0004113,PROD_INT monthly service,recurring,90.0
INL00006845,INV0004114,PROD_INT monthly service,recurring,90.0
INL00006846,INV0004114,PROD_MOB monthly service,recurring,77.0
INL00006847,INV0004115,PROD_INT monthly service,recurring,120.0
INL00006848,INV0004115,One-time activation fee,one-time,35.0
INL00006849,INV0004115,Partial month proration,one-time,58.87
INL00006850,INV0004116,PROD_INT monthly service,recurring,120.0
INL00006851,INV0004117,PROD_INT monthly service,recurring,120.0
INL00006852,INV0004118,PROD_INT monthly service,recurring,120.0
INL00006853,INV0004119,PROD_INT monthly service,recurring,120.0
INL00006854,INV0004120,PROD_INT monthly service,recurring,120.0
INL00006855,INV0004121,PROD_INT monthly service,recurring,120.0
INL00006856,INV0004121,Data usage overage,usage,21.36
INL00006857,INV0004122,PROD_INT monthly service,recurring,120.0
INL00006858,INV0004122,Data usage overage,usage,22.2
INL00006859,INV0004123,PROD_INT monthly service,recurring,120.0
INL00006860,INV0004124,PROD_INT monthly service,recurring,120.0
INL00006861,INV0004125,PROD_INT monthly service,recurring,120.0
INL00006862,INV0004125,Data usage overage,usage,14.55
INL00006863,INV0004126,PROD_INT monthly service,recurring,120.0
INL00006864,INV0004127,PROD_INT monthly service,recurring,95.0
INL00006865,INV0004127,One-time activation fee,one-time,35.0
INL00006866,INV0004127,Partial month proration,one-time,36.86
INL00006867,INV0004128,PROD_INT monthly service,recurring,95.0
INL00006868,INV0004128,PROD_VOICE monthly service,recurring,25.0
INL00006869,INV0004129,PROD_INT monthly service,recurring,95.0
INL00006870,INV0004129,PROD_VOICE monthly service,recurring,25.0
INL00006871,INV0004130,PROD_INT monthly service,recurring,95.0
INL00006872,INV0004130,PROD_VOICE monthly service,recurring,25.0
INL00006873,INV0004131,PROD_INT monthly service,recurring,95.0
INL00006874,INV0004131,PROD_VOICE monthly service,recurring,25.0
INL00006875,INV0004132,PROD_INT monthly service,recurring,95.0
INL00006876,INV0004132,PROD_VOICE monthly service,recurring,25.0
INL00006877,INV0004133,PROD_INT monthly service,recurring,95.0
INL00006878,INV0004133,PROD_VOICE monthly service,recurring,25.0
INL00006879,INV0004134,PROD_INT monthly service,recurring,95.0
INL00006880,INV0004134,PROD_VOICE monthly service,recurring,25.0
INL00006881,INV0004134,Goodwill/service credit,credit,-8.03
INL00006882,INV0004135,PROD_INT monthly service,recurring,90.0
INL00006883,INV0004135,One-time activation fee,one-time,35.0
INL00006884,INV0004135,Partial month proration,one-time,36.17
INL00006885,INV0004136,PROD_INT monthly service,recurring,90.0
INL00006886,INV0004137,PROD_INT monthly service,recurring,90.0
INL00006887,INV0004138,PROD_INT monthly service,recurring,90.0
INL00006888,INV0004139,PROD_INT monthly service,recurring,90.0
INL00006889,INV0004140,PROD_INT monthly service,recurring,90.0
INL00006890,INV0004141,PROD_INT monthly service,recurring,90.0
INL00006891,INV0004142,PROD_INT monthly service,recurring,90.0
INL00006892,INV0004143,PROD_INT monthly service,recurring,70.0
INL00006893,INV0004143,One-time activation fee,one-time,35.0
INL00006894,INV0004143,Partial month proration,one-time,36.13
INL00006895,INV0004144,PROD_INT monthly service,recurring,70.0
INL00006896,INV0004145,PROD_INT monthly service,recurring,70.0
INL00006897,INV0004146,PROD_INT monthly service,recurring,70.0
INL00006898,INV0004147,PROD_INT monthly service,recurring,70.0
INL00006899,INV0004147,PROD_MOB monthly service,recurring,77.0
INL00006900,INV0004148,PROD_INT monthly service,recurring,70.0
INL00006901,INV0004148,PROD_MOB monthly service,recurring,77.0
INL00006902,INV0004149,PROD_INT monthly service,recurring,70.0
INL00006903,INV0004149,PROD_MOB monthly service,recurring,77.0
INL00006904,INV0004150,PROD_INT monthly service,recurring,70.0
INL00006905,INV0004150,PROD_MOB monthly service,recurring,77.0
INL00006906,INV0004151,PROD_INT monthly service,recurring,95.0
INL00006907,INV0004151,One-time activation fee,one-time,35.0
INL00006908,INV0004151,Partial month proration,one-time,38.18
INL00006909,INV0004152,PROD_INT monthly service,recurring,95.0
INL00006910,INV0004153,PROD_INT monthly service,recurring,95.0
INL00006911,INV0004154,PROD_INT monthly service,recurring,95.0
INL00006912,INV0004155,PROD_INT monthly service,recurring,95.0
INL00006913,INV0004155,Goodwill/service credit,credit,-13.33
INL00006914,INV0004156,PROD_INT monthly service,recurring,95.0
INL00006915,INV0004156,PROD_MOB monthly service,recurring,55.0
INL00006916,INV0004157,PROD_INT monthly service,recurring,95.0
INL00006917,INV0004157,PROD_MOB monthly service,recurring,55.0
INL00006918,INV0004157,Data usage overage,usage,37.93
INL00006919,INV0004158,PROD_INT monthly service,recurring,75.0
INL00006920,INV0004158,One-time activation fee,one-time,35.0
INL00006921,INV0004158,Partial month proration,one-time,38.74
INL00006922,INV0004159,PROD_INT monthly service,recurring,75.0
INL00006923,INV0004160,PROD_INT monthly service,recurring,75.0
INL00006924,INV0004160,Data usage overage,usage,27.13
INL00006925,INV0004161,PROD_INT monthly service,recurring,75.0
INL00006926,INV0004162,PROD_INT monthly service,recurring,75.0
INL00006927,INV0004163,PROD_INT monthly service,recurring,75.0
INL00006928,INV0004164,PROD_INT monthly service,recurring,75.0
INL00006929,INV0004165,PROD_INT monthly service,recurring,75.0
INL00006930,INV0004166,PROD_INT monthly service,recurring,75.0
INL00006931,INV0004167,PROD_INT monthly service,recurring,75.0
INL00006932,INV0004167,Goodwill/service credit,credit,-22.74
INL00006933,INV0004168,PROD_INT monthly service,recurring,75.0
INL00006934,INV0004169,PROD_INT monthly service,recurring,75.0
INL00006935,INV0004170,PROD_INT monthly service,recurring,90.0
INL00006936,INV0004170,One-time activation fee,one-time,35.0
INL00006937,INV0004170,Partial month proration,one-time,45.35
INL00006938,INV0004171,PROD_INT monthly service,recurring,90.0
INL00006939,INV0004172,PROD_INT monthly service,recurring,90.0
INL00006940,INV0004173,PROD_INT monthly service,recurring,90.0
INL00006941,INV0004174,PROD_INT monthly service,recurring,90.0
INL00006942,INV0004174,Data usage overage,usage,28.12
INL00006943,INV0004174,Goodwill/service credit,credit,-10.51
INL00006944,INV0004175,PROD_INT monthly service,recurring,90.0
INL00006945,INV0004176,PROD_INT monthly service,recurring,90.0
INL00006946,INV0004176,Data usage overage,usage,17.51
INL00006947,INV0004177,PROD_INT monthly service,recurring,90.0
INL00006948,INV0004178,PROD_INT monthly service,recurring,90.0
INL00006949,INV0004179,PROD_INT monthly service,recurring,90.0
INL00006950,INV0004180,PROD_INT monthly service,recurring,90.0
INL00006951,INV0004181,PROD_INT monthly service,recurring,90.0
INL00006952,INV0004182,PROD_INT monthly service,recurring,95.0
INL00006953,INV0004182,One-time activation fee,one-time,35.0
INL00006954,INV0004182,Partial month proration,one-time,25.62
INL00006955,INV0004182,Goodwill/service credit,credit,-27.81
INL00006956,INV0004183,PROD_INT monthly service,recurring,95.0
INL00006957,INV0004183,Data usage overage,usage,28.25
INL00006958,INV0004184,PROD_INT monthly service,recurring,95.0
INL00006959,INV0004185,PROD_INT monthly service,recurring,95.0
INL00006960,INV0004186,PROD_INT monthly service,recurring,95.0
INL00006961,INV0004187,PROD_INT monthly service,recurring,95.0
INL00006962,INV0004187,Goodwill/service credit,credit,-23.17
INL00006963,INV0004188,PROD_INT monthly service,recurring,95.0
INL00006964,INV0004189,PROD_INT monthly service,recurring,95.0
INL00006965,INV0004189,Goodwill/service credit,credit,-23.8
INL00006966,INV0004190,PROD_INT monthly service,recurring,95.0
INL00006967,INV0004191,PROD_INT monthly service,recurring,95.0
INL00006968,INV0004191,Data usage overage,usage,33.52
INL00006969,INV0004192,PROD_INT monthly service,recurring,95.0
INL00006970,INV0004192,Data usage overage,usage,28.93
INL00006971,INV0004193,PROD_INT monthly service,recurring,95.0
INL00006972,INV0004193,PROD_MOB monthly service,recurring,62.0
INL00006973,INV0004194,PROD_INT monthly service,recurring,95.0
INL00006974,INV0004194,One-time activation fee,one-time,35.0
INL00006975,INV0004194,Partial month proration,one-time,21.13
INL00006976,INV0004195,PROD_INT monthly service,recurring,50.0
INL00006977,INV0004195,One-time activation fee,one-time,35.0
INL00006978,INV0004195,Partial month proration,one-time,28.64
INL00006979,INV0004195,Goodwill/service credit,credit,-5.24
INL00006980,INV0004196,PROD_INT monthly service,recurring,50.0
INL00006981,INV0004196,Goodwill/service credit,credit,-5.67
INL00006982,INV0004197,PROD_INT monthly service,recurring,50.0
INL00006983,INV0004198,PROD_INT monthly service,recurring,50.0
INL00006984,INV0004199,PROD_INT monthly service,recurring,50.0
INL00006985,INV0004199,Data usage overage,usage,36.46
INL00006986,INV0004200,PROD_INT monthly service,recurring,50.0
INL00006987,INV0004200,Goodwill/service credit,credit,-14.74
INL00006988,INV0004201,PROD_INT monthly service,recurring,50.0
INL00006989,INV0004202,PROD_INT monthly service,recurring,50.0
INL00006990,INV0004203,PROD_INT monthly service,recurring,50.0
INL00006991,INV0004204,PROD_INT monthly service,recurring,50.0
INL00006992,INV0004205,PROD_INT monthly service,recurring,50.0
INL00006993,INV0004205,Data usage overage,usage,13.74
INL00006994,INV0004206,PROD_INT monthly service,recurring,50.0
INL00006995,INV0004206,Data usage overage,usage,21.53
INL00006996,INV0004207,PROD_INT monthly service,recurring,75.0
INL00006997,INV0004207,One-time activation fee,one-time,35.0
INL00006998,INV0004207,Partial month proration,one-time,32.65
INL00006999,INV0004208,PROD_INT monthly service,recurring,75.0
INL00007000,INV0004209,PROD_INT monthly service,recurring,75.0
INL00007001,INV0004210,PROD_INT monthly service,recurring,75.0
INL00007002,INV0004211,PROD_INT monthly service,recurring,75.0
INL00007003,INV0004212,PROD_INT monthly service,recurring,75.0
INL00007004,INV0004213,PROD_INT monthly service,recurring,75.0
INL00007005,INV0004213,PROD_MOB monthly service,recurring,40.0
INL00007006,INV0004214,PROD_INT monthly service,recurring,75.0
INL00007007,INV0004214,PROD_MOB monthly service,recurring,40.0
INL00007008,INV0004215,PROD_INT monthly service,recurring,75.0
INL00007009,INV0004215,PROD_MOB monthly service,recurring,40.0
INL00007010,INV0004215,Data usage overage,usage,20.24
INL00007011,INV0004216,PROD_INT monthly service,recurring,75.0
INL00007012,INV0004216,PROD_MOB monthly service,recurring,40.0
INL00007013,INV0004217,PROD_INT monthly service,recurring,75.0
INL00007014,INV0004217,PROD_MOB monthly service,recurring,40.0
INL00007015,INV0004218,PROD_INT monthly service,recurring,75.0
INL00007016,INV0004218,PROD_MOB monthly service,recurring,40.0
INL00007017,INV0004218,Data usage overage,usage,25.34
INL00007018,INV0004219,PROD_INT monthly service,recurring,90.0
INL00007019,INV0004219,One-time activation fee,one-time,35.0
INL00007020,INV0004219,Partial month proration,one-time,14.36
INL00007021,INV0004220,PROD_INT monthly service,recurring,90.0
INL00007022,INV0004221,PROD_INT monthly service,recurring,50.0
INL00007023,INV0004221,One-time activation fee,one-time,35.0
INL00007024,INV0004221,Partial month proration,one-time,11.4
INL00007025,INV0004222,PROD_INT monthly service,recurring,50.0
INL00007026,INV0004223,PROD_INT monthly service,recurring,50.0
INL00007027,INV0004224,PROD_INT monthly service,recurring,50.0
INL00007028,INV0004224,Data usage overage,usage,39.97
INL00007029,INV0004224,Goodwill/service credit,credit,-17.38
INL00007030,INV0004225,PROD_INT monthly service,recurring,50.0
INL00007031,INV0004226,PROD_INT monthly service,recurring,50.0
INL00007032,INV0004227,PROD_INT monthly service,recurring,50.0
INL00007033,INV0004228,PROD_INT monthly service,recurring,50.0
INL00007034,INV0004229,PROD_INT monthly service,recurring,50.0
INL00007035,INV0004230,PROD_INT monthly service,recurring,50.0
INL00007036,INV0004231,PROD_INT monthly service,recurring,50.0
INL00007037,INV0004232,PROD_INT monthly service,recurring,50.0
INL00007038,INV0004233,PROD_INT monthly service,recurring,70.0
INL00007039,INV0004233,One-time activation fee,one-time,35.0
INL00007040,INV0004233,Partial month proration,one-time,10.55
INL00007041,INV0004234,PROD_INT monthly service,recurring,70.0
INL00007042,INV0004235,PROD_INT monthly service,recurring,70.0
INL00007043,INV0004235,Data usage overage,usage,10.11
INL00007044,INV0004236,PROD_INT monthly service,recurring,70.0
INL00007045,INV0004237,PROD_INT monthly service,recurring,70.0
INL00007046,INV0004238,PROD_INT monthly service,recurring,70.0
INL00007047,INV0004239,PROD_INT monthly service,recurring,70.0
INL00007048,INV0004240,PROD_INT monthly service,recurring,70.0
INL00007049,INV0004240,Goodwill/service credit,credit,-9.22
INL00007050,INV0004241,PROD_INT monthly service,recurring,70.0
INL00007051,INV0004241,Data usage overage,usage,23.78
INL00007052,INV0004242,PROD_INT monthly service,recurring,70.0
INL00007053,INV0004243,PROD_INT monthly service,recurring,70.0
INL00007054,INV0004244,PROD_INT monthly service,recurring,70.0
INL00007055,INV0004245,PROD_INT monthly service,recurring,50.0
INL00007056,INV0004245,One-time activation fee,one-time,35.0
INL00007057,INV0004245,Partial month proration,one-time,24.3
INL00007058,INV0004246,PROD_INT monthly service,recurring,50.0
INL00007059,INV0004247,PROD_INT monthly service,recurring,50.0
INL00007060,INV0004248,PROD_INT monthly service,recurring,50.0
INL00007061,INV0004249,PROD_INT monthly service,recurring,50.0
INL00007062,INV0004250,PROD_INT monthly service,recurring,50.0
