device_id,account_id,customer_id,model,model_name,device_type,serial_number,install_date,status,firmware_version
DVC000389,ACCT000389,CUST000389,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF9D1F887FB,2026-05-26,active,4.1.0
DVC000390,ACCT000390,CUST000390,DEV_MODEM_STD,TelcoConnect Modem,modem,SN612D7466E2,2023-10-05,active,3.4.1
DVC000391,ACCT000391,CUST000391,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7B3EA0A384,2019-01-09,active,3.4.2
DVC000392,ACCT000392,CUST000392,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4311D9D96B,2022-01-17,active,3.5.0
DVC000393,ACCT000393,CUST000393,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6A066F627E,2025-08-06,active,3.5.0
DVC000394,ACCT000394,CUST000394,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN9F21199D76,2022-09-17,active,4.1.0
DVC000395,ACCT000395,CUST000395,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE348A953C1,2024-08-10,active,3.5.0
DVC000396,ACCT000396,CUST000396,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7116598BC7,2024-12-11,active,3.4.2
DVC000397,ACCT000397,CUST000397,DEV_MODEM_STD,TelcoConnect Modem,modem,SN5552F2A832,2021-09-03,active,3.5.0
DVC000398,ACCT000398,CUST000398,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN065A462C85,2025-09-07,active,3.5.0
DVC000399,ACCT000399,CUST000399,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN16AA303DCB,2022-10-31,active,4.1.0
DVC000400,ACCT000400,CUST000400,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN33D0E87718,2023-04-05,active,3.4.2
DVC000401,ACCT000401,CUST000401,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6C5DEED9F4,2025-08-21,active,3.4.1
DVC000402,ACCT000402,CUST000402,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN9BB5EC13DE,2026-02-12,active,4.1.0
DVC000403,ACCT000403,CUST000403,DEV_MODEM_STD,TelcoConnect Modem,modem,SN407AFA1EAD,2024-10-08,active,4.0.1
DVC000404,ACCT000404,CUST000404,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN39EDFD4505,2022-05-23,active,4.1.0
DVC000405,ACCT000405,CUST000405,DEV_MODEM_STD,TelcoConnect Modem,modem,SN59963F414C,2024-01-14,active,3.4.1
DVC000406,ACCT000406,CUST000406,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN0C60225177,2021-07-12,active,3.4.2
DVC000407,ACCT000407,CUST000407,DEV_MODEM_STD,TelcoConnect Modem,modem,SN782F2E2AA2,2024-03-02,active,4.0.1
DVC000408,ACCT000408,CUST000408,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7453AE933B,2021-05-11,active,3.4.2
DVC000409,ACCT000409,CUST000409,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4BFB705F58,2025-05-02,active,3.4.1
DVC000410,ACCT000410,CUST000410,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN050561B755,2023-10-15,active,3.4.2
DVC000411,ACCT000411,CUST000411,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA4F4F0A03F,2025-02-11,active,3.4.1
DVC000412,ACCT000412,CUST000412,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF6B76C0C79,2024-09-20,active,3.4.1
DVC000413,ACCT000413,CUST000413,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN82EA935825,2024-05-29,active,3.4.2
DVC000414,ACCT000414,CUST000414,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC353FEC7F7,2023-12-31,active,3.4.1
DVC000415,ACCT000415,CUST000415,DEV_MODEM_STD,TelcoConnect Modem,modem,SN39740BD608,2025-06-25,active,3.5.0
DVC000416,ACCT000416,CUST000416,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN36CE5432EC,2023-11-08,active,4.0.1
DVC000417,ACCT000417,CUST000417,DEV_MODEM_STD,TelcoConnect Modem,modem,SN475A96986B,2024-06-23,active,3.4.2
DVC000418,ACCT000418,CUST000418,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8F3AC1ACF8,2026-01-05,active,4.0.1
DVC000419,ACCT000419,CUST000419,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN4DA1812177,2026-03-06,active,3.5.0
DVC000420,ACCT000420,CUST000420,DEV_MODEM_STD,TelcoConnect Modem,modem,SN8069EABEC1,2022-05-23,active,3.4.2
DVC000421,ACCT000421,CUST000421,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN9CABC6152D,2024-10-30,active,4.0.1
DVC000422,ACCT000422,CUST000422,DEV_MODEM_STD,TelcoConnect Modem,modem,SNC88F924A02,2026-02-01,active,4.0.1
DVC000423,ACCT000423,CUST000423,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN76C6FA8364,2026-06-04,active,4.1.0
DVC000424,ACCT000424,CUST000424,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN3688E0ADE0,2023-07-28,active,3.5.0
DVC000425,ACCT000425,CUST000425,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN570689D9C4,2024-01-26,inactive,3.4.2
DVC000426,ACCT000426,CUST000426,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN1E36355B0C,2025-07-21,active,4.0.1
DVC000427,ACCT000427,CUST000427,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4A93CD3610,2026-01-03,active,3.5.0
DVC000428,ACCT000428,CUST000428,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3B63CF333E,2024-05-06,active,4.0.1
DVC000429,ACCT000429,CUST000429,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNBD693E2507,2024-08-22,active,3.5.0
DVC000430,ACCT000430,CUST000430,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNEF1161AA4D,2025-10-24,active,4.1.0
DVC000431,ACCT000431,CUST000431,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF8D3B1E41E,2025-11-01,active,4.0.1
DVC000432,ACCT000432,CUST000432,DEV_MODEM_STD,TelcoConnect Modem,modem,SND361F95BF6,2025-10-14,inactive,3.5.0
DVC000433,ACCT000433,CUST000433,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN76F6793DED,2025-11-16,active,4.1.0
DVC000434,ACCT000434,CUST000434,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SND1A91F4626,2025-06-13,active,3.4.1
DVC000435,ACCT000435,CUST000435,DEV_MODEM_STD,TelcoConnect Modem,modem,SN779B76BDE6,2024-01-23,active,4.1.0
DVC000436,ACCT000436,CUST000436,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNB2DD8FD4DC,2023-10-05,active,3.4.2
DVC000437,ACCT000437,CUST000437,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNB45D730F2B,2026-06-09,inactive,3.4.2
DVC000438,ACCT000438,CUST000438,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA3D3D547E7,2024-05-22,active,3.4.1
DVC000439,ACCT000439,CUST000439,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN718DE01E44,2023-09-04,active,3.5.0
DVC000440,ACCT000440,CUST000440,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF14DE683AB,2026-04-21,active,3.4.1
DVC000441,ACCT000441,CUST000441,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBB8FC537D3,2024-04-03,active,3.4.2
DVC000442,ACCT000442,CUST000442,DEV_MODEM_STD,TelcoConnect Modem,modem,SN94C79996F3,2021-12-24,active,4.1.0
DVC000443,ACCT000443,CUST000443,DEV_MODEM_STD,TelcoConnect Modem,modem,SNC1E847282C,2024-11-03,active,3.4.1
DVC000444,ACCT000444,CUST000444,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN260F3D9311,2026-05-23,active,3.4.2
DVC000445,ACCT000445,CUST000445,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2D8FA59315,2024-11-03,active,3.4.1
DVC000446,ACCT000446,CUST000446,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE3DA9B2E3C,2023-07-09,active,3.4.1
DVC000447,ACCT000447,CUST000447,DEV_MODEM_STD,TelcoConnect Modem,modem,SN85E6121C9D,2024-02-06,active,3.4.1
DVC000448,ACCT000448,CUST000448,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBC40434B3D,2025-11-30,active,3.4.2
DVC000449,ACCT000449,CUST000449,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB6D2326D3C,2025-09-17,inactive,3.5.0
DVC000450,ACCT000450,CUST000450,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7F12AFB26D,2021-05-11,active,4.0.1
DVC000451,ACCT000451,CUST000451,DEV_MODEM_STD,TelcoConnect Modem,modem,SNED17780130,2023-01-14,active,3.5.0
DVC000452,ACCT000452,CUST000452,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0078F28E76,2024-10-06,active,3.5.0
DVC000453,ACCT000453,CUST000453,DEV_MODEM_STD,TelcoConnect Modem,modem,SN8AE22473F5,2024-12-03,active,4.0.1
DVC000454,ACCT000454,CUST000454,DEV_MODEM_STD,TelcoConnect Modem,modem,SN173BFBF91A,2025-07-31,active,4.1.0
DVC000455,ACCT000455,CUST000455,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN0C481AEFE5,2026-05-24,active,3.5.0
DVC000456,ACCT000456,CUST000456,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN049D96F2A2,2025-07-01,active,3.4.2
DVC000457,ACCT000457,CUST000457,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN028BE60FD5,2025-01-27,active,3.4.2
DVC000458,ACCT000458,CUST000458,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB55783EC20,2025-06-12,active,3.4.1
DVC000459,ACCT000459,CUST000459,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF1D25E9894,2026-06-13,active,3.5.0
DVC000460,ACCT000460,CUST000460,DEV_MODEM_STD,TelcoConnect Modem,modem,SN60CF2B491A,2024-10-16,active,4.0.1
DVC000461,ACCT000461,CUST000461,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3FBF90D647,2024-06-02,active,3.5.0
DVC000462,ACCT000462,CUST000462,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6D075F8579,2025-10-18,active,4.1.0
DVC000463,ACCT000463,CUST000463,DEV_MODEM_STD,TelcoConnect Modem,modem,SN96BC295DB4,2025-06-02,active,4.1.0
DVC000464,ACCT000464,CUST000464,DEV_MODEM_STD,TelcoConnect Modem,modem,SN63C15E51E9,2026-06-30,active,3.4.2
DVC000465,ACCT000465,CUST000465,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN3F47FE0E6E,2026-02-12,active,3.4.2
DVC000466,ACCT000466,CUST000466,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN95A2EF843D,2024-12-11,active,3.5.0
DVC000467,ACCT000467,CUST000467,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN698A5D5372,2024-07-29,active,3.4.2
DVC000468,ACCT000468,CUST000468,DEV_MODEM_STD,TelcoConnect Modem,modem,SN65DAF48A99,2025-11-27,active,3.4.2
DVC000469,ACCT000469,CUST000469,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBE4BD08213,2026-06-29,active,3.4.1
DVC000470,ACCT000470,CUST000470,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDE4E4872B7,2026-06-08,active,3.4.2
DVC000471,ACCT000471,CUST000471,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4634257D92,2024-10-21,active,4.0.1
DVC000472,ACCT000472,CUST000472,DEV_MODEM_STD,TelcoConnect Modem,modem,SN61178BDC94,2025-07-10,inactive,3.4.2
DVC000473,ACCT000473,CUST000473,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE043CE81A5,2026-02-08,active,3.4.2
DVC000474,ACCT000474,CUST000474,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF46333FD31,2022-11-05,active,3.4.2
DVC000475,ACCT000475,CUST000475,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAEB355BFA0,2025-02-24,active,4.1.0
DVC000476,ACCT000476,CUST000476,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBF54961473,2025-12-31,active,4.0.1
DVC000477,ACCT000477,CUST000477,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6BDAD456D6,2025-06-13,active,4.1.0
DVC000478,ACCT000478,CUST000478,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA461387009,2023-11-17,active,3.5.0
DVC000479,ACCT000479,CUST000479,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNB658E7AEC0,2024-03-24,active,3.4.2
DVC000480,ACCT000480,CUST000480,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN95D9CBCA69,2025-10-21,active,3.5.0
DVC000481,ACCT000481,CUST000481,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN212D3B012E,2022-05-18,active,3.4.1
DVC000482,ACCT000482,CUST000482,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA56F2ED708,2026-02-09,inactive,4.0.1
DVC000483,ACCT000483,CUST000483,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4ECEE8C36E,2021-10-15,active,4.0.1
DVC000484,ACCT000484,CUST000484,DEV_MODEM_STD,TelcoConnect Modem,modem,SN8BC6CAEF21,2024-04-10,active,3.4.2
DVC000485,ACCT000485,CUST000485,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN3E4ED9980D,2025-01-20,active,3.4.1
DVC000486,ACCT000486,CUST000486,DEV_MODEM_STD,TelcoConnect Modem,modem,SNC7BC55C763,2024-11-21,active,4.1.0
DVC000487,ACCT000487,CUST000487,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNEA753422D0,2024-07-11,active,3.4.2
DVC000488,ACCT000488,CUST000488,DEV_MODEM_STD,TelcoConnect Modem,modem,SN030900CB91,2023-09-16,inactive,4.1.0
DVC000489,ACCT000489,CUST000489,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNEC2D8231D0,2026-06-22,active,3.4.1
DVC000490,ACCT000490,CUST000490,DEV_MODEM_STD,TelcoConnect Modem,modem,SN8293EEC191,2025-07-02,active,4.0.1
DVC000491,ACCT000491,CUST000491,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0A0986DBB3,2024-07-09,active,3.4.1
DVC000492,ACCT000492,CUST000492,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6EEDE85EAB,2022-04-24,active,4.0.1
DVC000493,ACCT000493,CUST000493,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNCA96633237,2022-05-13,active,4.0.1
DVC000494,ACCT000494,CUST000494,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8A5B5E9D8E,2026-06-16,inactive,4.0.1
DVC000495,ACCT000495,CUST000495,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN9ED3987A20,2026-05-30,active,4.1.0
DVC000496,ACCT000496,CUST000496,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN76C3E197F2,2025-07-20,active,4.1.0
DVC000497,ACCT000497,CUST000497,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNF8444E6E00,2026-05-27,active,4.0.1
DVC000498,ACCT000498,CUST000498,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNFDB66B88E3,2022-07-07,active,4.1.0
DVC000499,ACCT000499,CUST000499,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6092E2A45A,2022-10-11,active,4.0.1
DVC000500,ACCT000500,CUST000500,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1AA71E5EAF,2024-11-17,active,3.5.0
DVC000501,ACCT000501,CUST000501,DEV_MODEM_STD,TelcoConnect Modem,modem,SND4CCA8DD2E,2023-10-11,active,4.0.1
DVC000502,ACCT000502,CUST000502,DEV_MODEM_STD,TelcoConnect Modem,modem,SNBDF043D4B4,2025-03-24,active,4.0.1
DVC000503,ACCT000503,CUST000503,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNB5F38D26E6,2026-01-19,active,3.4.1
DVC000504,ACCT000504,CUST000504,DEV_MODEM_STD,TelcoConnect Modem,modem,SN936BB1C98A,2024-09-27,active,4.1.0
DVC000505,ACCT000505,CUST000505,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB50E279742,2024-10-26,active,3.5.0
DVC000506,ACCT000506,CUST000506,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN993B397771,2026-05-31,active,3.4.1
DVC000507,ACCT000507,CUST000507,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC9335908D4,2026-05-27,active,4.1.0
DVC000508,ACCT000508,CUST000508,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNDA62273472,2026-06-17,active,3.4.1
DVC000509,ACCT000509,CUST000509,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1002A2D12B,2023-11-20,active,3.4.2
DVC000510,ACCT000510,CUST000510,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9648BF3212,2023-04-15,active,4.0.1
DVC000511,ACCT000511,CUST000511,DEV_MODEM_STD,TelcoConnect Modem,modem,SN54D4DBDEA6,2018-05-25,active,4.1.0
DVC000512,ACCT000512,CUST000512,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1C2E4729AF,2024-10-09,active,3.4.1
DVC000513,ACCT000513,CUST000513,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF1EEE15956,2022-02-28,active,3.5.0
DVC000514,ACCT000514,CUST000514,DEV_MODEM_STD,TelcoConnect Modem,modem,SN74D3AD4FD8,2024-04-03,active,4.1.0
DVC000515,ACCT000515,CUST000515,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4414CBDE04,2024-02-14,active,3.4.2
DVC000516,ACCT000516,CUST000516,DEV_MODEM_STD,TelcoConnect Modem,modem,SN3F5B891443,2024-10-13,active,3.4.1
DVC000517,ACCT000517,CUST000517,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA954EA89AE,2024-06-04,active,3.4.2
DVC000518,ACCT000518,CUST000518,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SND36556DEE7,2024-11-17,active,3.4.1
DVC000519,ACCT000519,CUST000519,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN4E38ECFA3C,2022-09-19,active,4.0.1
DVC000520,ACCT000520,CUST000520,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6373EDAFE0,2025-07-02,active,4.0.1
DVC000521,ACCT000521,CUST000521,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN5FB5A2F649,2026-02-07,active,3.4.1
DVC000522,ACCT000522,CUST000522,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7AD46A2606,2025-05-05,active,4.0.1
DVC000523,ACCT000523,CUST000523,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN0FE3943133,2025-05-26,active,4.0.1
DVC000524,ACCT000524,CUST000524,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN00CCE5977F,2025-04-24,active,3.5.0
DVC000525,ACCT000525,CUST000525,DEV_MODEM_STD,TelcoConnect Modem,modem,SND0BEA0F543,2024-11-09,active,3.4.2
DVC000526,ACCT000526,CUST000526,DEV_MODEM_STD,TelcoConnect Modem,modem,SN55E1338479,2025-05-10,active,3.4.2
DVC000527,ACCT000527,CUST000527,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF0C6D15900,2024-11-04,active,4.1.0
DVC000528,ACCT000528,CUST000528,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC7119067BF,2025-04-10,active,3.4.2
DVC000529,ACCT000529,CUST000529,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN72D8D162A8,2023-11-23,active,4.0.1
DVC000530,ACCT000530,CUST000530,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE456DEB90E,2018-07-10,active,3.5.0
DVC000531,ACCT000531,CUST000531,DEV_MODEM_STD,TelcoConnect Modem,modem,SNE4D8539879,2024-04-14,active,3.4.2
DVC000532,ACCT000532,CUST000532,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN137DCE590E,2025-04-10,active,3.4.1
DVC000533,ACCT000533,CUST000533,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN99F128BB01,2026-05-26,active,4.1.0
DVC000534,ACCT000534,CUST000534,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN846191E9FC,2020-02-17,active,4.1.0
DVC000535,ACCT000535,CUST000535,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB0EC1A0B02,2024-02-26,active,4.0.1
DVC000536,ACCT000536,CUST000536,DEV_MODEM_STD,TelcoConnect Modem,modem,SN31A17E4A9B,2024-10-31,active,4.0.1
DVC000537,ACCT000537,CUST000537,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA7B860023D,2026-05-21,active,4.1.0
DVC000538,ACCT000538,CUST000538,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN06C1C2055C,2024-10-08,active,3.5.0
DVC000539,ACCT000539,CUST000539,DEV_MODEM_STD,TelcoConnect Modem,modem,SNFBF0DBAE37,2024-05-26,active,3.4.2
DVC000540,ACCT000540,CUST000540,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE47883E25A,2025-03-23,active,3.4.1
DVC000541,ACCT000541,CUST000541,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN6F8EB1FECA,2025-12-26,active,4.0.1
DVC000542,ACCT000542,CUST000542,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN503B21F9F7,2026-06-07,inactive,3.5.0
DVC000543,ACCT000543,CUST000543,DEV_MODEM_STD,TelcoConnect Modem,modem,SN37AE4A2E7D,2020-01-19,inactive,3.4.2
DVC000544,ACCT000544,CUST000544,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6A874A1943,2024-06-03,active,4.0.1
DVC000545,ACCT000545,CUST000545,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1A90C5CB1A,2026-06-24,active,3.4.1
DVC000546,ACCT000546,CUST000546,DEV_MODEM_STD,TelcoConnect Modem,modem,SN0298348ED9,2024-07-16,active,3.4.2
DVC000547,ACCT000547,CUST000547,DEV_MODEM_STD,TelcoConnect Modem,modem,SN4323C1EE39,2024-08-13,active,4.1.0
DVC000548,ACCT000548,CUST000548,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN61D2FB256E,2026-06-18,active,3.4.1
DVC000549,ACCT000549,CUST000549,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNCEBB4D82B4,2022-11-11,active,3.4.2
DVC000550,ACCT000550,CUST000550,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN5E204D13D7,2024-10-22,active,3.4.2
DVC000551,ACCT000551,CUST000551,DEV_MODEM_STD,TelcoConnect Modem,modem,SN33F5D96A21,2024-06-09,active,3.4.2
DVC000552,ACCT000552,CUST000552,DEV_MODEM_STD,TelcoConnect Modem,modem,SNEC84C34DAF,2021-06-16,active,3.5.0
DVC000553,ACCT000553,CUST000553,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNCD63D90109,2025-12-22,active,4.1.0
DVC000554,ACCT000554,CUST000554,DEV_MODEM_STD,TelcoConnect Modem,modem,SNAB9DE767CC,2025-07-22,active,3.4.1
DVC000555,ACCT000555,CUST000555,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN8DDDCEC4A9,2024-02-02,active,3.5.0
DVC000556,ACCT000556,CUST000556,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA9E3B6CFB3,2022-12-21,active,3.4.2
DVC000557,ACCT000557,CUST000557,DEV_MODEM_STD,TelcoConnect Modem,modem,SN6D0969ACB0,2025-06-02,active,3.4.2
DVC000558,ACCT000558,CUST000558,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9B198225C2,2025-04-25,active,4.1.0
DVC000559,ACCT000559,CUST000559,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNC69786F020,2023-07-07,active,3.4.1
DVC000560,ACCT000560,CUST000560,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNE266706034,2018-12-13,active,3.5.0
DVC000561,ACCT000561,CUST000561,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNFEF9A4F20B,2024-07-15,active,4.0.1
DVC000562,ACCT000562,CUST000562,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN46812195D0,2025-07-14,inactive,3.4.2
DVC000563,ACCT000563,CUST000563,DEV_MODEM_STD,TelcoConnect Modem,modem,SN79929473D9,2025-10-23,active,3.5.0
DVC000564,ACCT000564,CUST000564,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2D077B81E2,2024-10-21,active,3.5.0
DVC000565,ACCT000565,CUST000565,DEV_MODEM_STD,TelcoConnect Modem,modem,SNA4C5C9D437,2023-01-19,active,4.1.0
DVC000566,ACCT000566,CUST000566,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7211F27DA6,2016-08-30,inactive,3.4.2
DVC000567,ACCT000567,CUST000567,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN1A0749DB83,2025-01-04,active,3.5.0
DVC000568,ACCT000568,CUST000568,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SNA81C8DC95C,2024-06-26,inactive,4.0.1
DVC000569,ACCT000569,CUST000569,DEV_MODEM_STD,TelcoConnect Modem,modem,SNB282206FDE,2020-10-29,active,4.0.1
DVC000570,ACCT000570,CUST000570,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9CDD27DD18,2024-01-20,active,3.4.1
DVC000571,ACCT000571,CUST000571,DEV_MODEM_STD,TelcoConnect Modem,modem,SN1EDED5A644,2024-04-09,active,4.0.1
DVC000572,ACCT000572,CUST000572,DEV_MODEM_STD,TelcoConnect Modem,modem,SN2269F200A5,2026-05-31,active,3.5.0
DVC000573,ACCT000573,CUST000573,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN2CCFCF5944,2024-06-08,active,3.4.2
DVC000574,ACCT000574,CUST000574,DEV_MODEM_STD,TelcoConnect Modem,modem,SN7E2BF89CF8,2025-09-14,inactive,3.5.0
DVC000575,ACCT000575,CUST000575,DEV_MODEM_STD,TelcoConnect Modem,modem,SN839982E2EA,2022-03-12,active,3.4.1
DVC000576,ACCT000576,CUST000576,DEV_MODEM_STD,TelcoConnect Modem,modem,SN5F7F67A4EF,2026-03-10,active,3.5.0
DVC000577,ACCT000577,CUST000577,DEV_MODEM_STD,TelcoConnect Modem,modem,SNFF4FCD2E7F,2022-09-19,active,3.4.1
DVC000578,ACCT000578,CUST000578,DEV_MODEM_STD,TelcoConnect Modem,modem,SNF3F024CBEA,2026-06-08,active,3.4.2
DVC000579,ACCT000579,CUST000579,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN38C533E98E,2025-01-02,inactive,3.4.2
DVC000580,ACCT000580,CUST000580,DEV_ROUTER_MESH,TelcoConnect Mesh Router,router,SN7A53755623,2025-02-04,active,3.4.1
DVC000581,ACCT000581,CUST000581,DEV_MODEM_STD,TelcoConnect Modem,modem,SN9678907108,2024-10-26,active,3.4.2
