account_id,usage_date,gb_used
ACCT000586,2026-06-16,27.93
ACCT000586,2026-06-17,23.23
ACCT000586,2026-06-18,37.76
ACCT000586,2026-06-19,7.67
ACCT000586,2026-06-20,33.77
ACCT000586,2026-06-21,26.09
ACCT000586,2026-06-22,49.52
ACCT000586,2026-06-23,15.9
ACCT000586,2026-06-24,21.5
ACCT000586,2026-06-25,18.14
ACCT000586,2026-06-26,8.7
ACCT000586,2026-06-27,11.77
ACCT000586,2026-06-28,16.92
ACCT000586,2026-06-29,7.25
ACCT000587,2026-05-31,8.53
ACCT000587,2026-06-01,8.88
ACCT000587,2026-06-02,2.22
ACCT000587,2026-06-03,3.71
ACCT000587,2026-06-04,42.85
ACCT000587,2026-06-05,14.99
ACCT000587,2026-06-06,12.85
ACCT000587,2026-06-07,14.4
ACCT000587,2026-06-08,7.14
ACCT000587,2026-06-09,19.7
ACCT000587,2026-06-10,24.87
ACCT000587,2026-06-11,11.82
ACCT000587,2026-06-12,16.25
ACCT000587,2026-06-13,4.39
ACCT000587,2026-06-14,23.33
ACCT000587,2026-06-15,14.97
ACCT000587,2026-06-16,18.85
ACCT000587,2026-06-17,9.88
ACCT000587,2026-06-18,12.12
ACCT000587,2026-06-19,14.57
ACCT000587,2026-06-20,20.9
ACCT000587,2026-06-21,3.63
ACCT000587,2026-06-22,22.68
ACCT000587,2026-06-23,30.4
ACCT000587,2026-06-24,9.51
ACCT000587,2026-06-25,10.76
ACCT000587,2026-06-26,25.66
ACCT000587,2026-06-27,42.77
ACCT000587,2026-06-28,4.3
ACCT000587,2026-06-29,12.16
ACCT000588,2026-05-31,6.0
ACCT000588,2026-06-01,9.86
ACCT000588,2026-06-02,42.71
ACCT000588,2026-06-03,26.71
ACCT000588,2026-06-04,40.34
ACCT000588,2026-06-05,32.19
ACCT000588,2026-06-06,25.88
ACCT000588,2026-06-07,55.28
ACCT000588,2026-06-08,64.52
ACCT000588,2026-06-09,23.45
ACCT000588,2026-06-10,10.7
ACCT000588,2026-06-11,35.66
ACCT000588,2026-06-12,9.36
ACCT000588,2026-06-13,4.67
ACCT000588,2026-06-14,12.36
ACCT000588,2026-06-15,11.74
ACCT000588,2026-06-16,42.89
ACCT000588,2026-06-17,76.3
ACCT000588,2026-06-18,64.54
ACCT000588,2026-06-19,18.31
ACCT000588,2026-06-20,28.52
ACCT000588,2026-06-21,21.22
ACCT000588,2026-06-22,56.01
ACCT000588,2026-06-23,34.88
ACCT000588,2026-06-24,46.23
ACCT000588,2026-06-25,12.23
ACCT000588,2026-06-26,117.2
ACCT000588,2026-06-27,6.15
ACCT000588,2026-06-28,9.6
ACCT000588,2026-06-29,46.34
ACCT000589,2026-05-31,1.63
ACCT000589,2026-06-01,20.73
ACCT000589,2026-06-02,17.09
ACCT000589,2026-06-03,11.34
ACCT000589,2026-06-04,3.7
ACCT000589,2026-06-05,12.55
ACCT000589,2026-06-06,6.23
ACCT000589,2026-06-07,3.08
ACCT000589,2026-06-08,6.34
ACCT000589,2026-06-09,6.17
ACCT000589,2026-06-10,6.77
ACCT000589,2026-06-11,10.87
ACCT000589,2026-06-12,4.75
ACCT000589,2026-06-13,5.51
ACCT000589,2026-06-14,6.72
ACCT000589,2026-06-15,16.05
ACCT000589,2026-06-16,23.05
ACCT000589,2026-06-17,3.04
ACCT000589,2026-06-18,5.76
ACCT000589,2026-06-19,8.91
ACCT000589,2026-06-20,1.71
ACCT000589,2026-06-21,5.95
ACCT000589,2026-06-22,11.86
ACCT000589,2026-06-23,8.17
ACCT000589,2026-06-24,2.71
ACCT000589,2026-06-25,49.02
ACCT000589,2026-06-26,12.63
ACCT000589,2026-06-27,11.5
ACCT000589,2026-06-28,4.38
ACCT000589,2026-06-29,18.67
ACCT000590,2026-05-31,14.3
ACCT000590,2026-06-01,4.17
ACCT000590,2026-06-02,14.32
ACCT000590,2026-06-03,18.28
ACCT000590,2026-06-04,1.26
ACCT000590,2026-06-05,3.58
ACCT000590,2026-06-06,16.6
ACCT000590,2026-06-07,8.3
ACCT000590,2026-06-08,30.23
ACCT000590,2026-06-09,15.79
ACCT000590,2026-06-10,13.68
ACCT000590,2026-06-11,11.56
ACCT000590,2026-06-12,27.44
ACCT000590,2026-06-13,18.71
ACCT000590,2026-06-14,17.84
ACCT000590,2026-06-15,28.66
ACCT000590,2026-06-16,31.81
ACCT000590,2026-06-17,4.1
ACCT000590,2026-06-18,64.25
ACCT000590,2026-06-19,1.79
ACCT000590,2026-06-20,14.38
ACCT000590,2026-06-21,4.32
ACCT000590,2026-06-22,21.14
ACCT000590,2026-06-23,23.22
ACCT000590,2026-06-24,4.32
ACCT000590,2026-06-25,26.73
ACCT000590,2026-06-26,0.33
ACCT000590,2026-06-27,21.55
ACCT000590,2026-06-28,2.42
ACCT000590,2026-06-29,30.64
ACCT000591,2026-05-31,0.78
ACCT000591,2026-06-01,0.51
ACCT000591,2026-06-02,2.5
ACCT000591,2026-06-03,1.62
ACCT000591,2026-06-04,0.79
ACCT000591,2026-06-05,1.05
ACCT000591,2026-06-06,2.63
ACCT000591,2026-06-07,0.77
ACCT000591,2026-06-08,0.32
ACCT000591,2026-06-09,1.1
ACCT000591,2026-06-10,0.66
ACCT000591,2026-06-11,1.37
ACCT000591,2026-06-12,1.32
ACCT000591,2026-06-13,0.97
ACCT000591,2026-06-14,0.48
ACCT000591,2026-06-15,0.87
ACCT000591,2026-06-16,1.22
ACCT000591,2026-06-17,0.56
ACCT000591,2026-06-18,0.77
ACCT000591,2026-06-19,1.77
ACCT000591,2026-06-20,0.62
ACCT000591,2026-06-21,0.69
ACCT000591,2026-06-22,0.52
ACCT000591,2026-06-23,0.72
ACCT000591,2026-06-24,0.3
ACCT000591,2026-06-25,1.0
ACCT000591,2026-06-26,0.71
ACCT000591,2026-06-27,1.29
ACCT000591,2026-06-28,0.98
ACCT000591,2026-06-29,0.75
ACCT000592,2026-05-31,45.91
ACCT000592,2026-06-01,68.87
ACCT000592,2026-06-02,17.92
ACCT000592,2026-06-03,40.81
ACCT000592,2026-06-04,20.91
ACCT000592,2026-06-05,12.59
ACCT000592,2026-06-06,32.52
ACCT000592,2026-06-07,31.0
ACCT000592,2026-06-08,36.18
ACCT000592,2026-06-09,25.99
ACCT000592,2026-06-10,22.82
ACCT000592,2026-06-11,22.28
ACCT000592,2026-06-12,43.35
ACCT000592,2026-06-13,32.16
ACCT000592,2026-06-14,29.81
ACCT000592,2026-06-15,26.52
ACCT000592,2026-06-16,15.72
ACCT000592,2026-06-17,25.58
ACCT000592,2026-06-18,45.53
ACCT000592,2026-06-19,15.96
ACCT000592,2026-06-20,13.62
ACCT000592,2026-06-21,7.62
ACCT000592,2026-06-22,40.72
ACCT000592,2026-06-23,83.55
ACCT000592,2026-06-24,77.5
ACCT000592,2026-06-25,4.7
ACCT000592,2026-06-26,14.57
ACCT000592,2026-06-27,27.71
ACCT000592,2026-06-28,48.92
ACCT000592,2026-06-29,4.71
ACCT000593,2026-05-31,4.3
ACCT000593,2026-06-01,9.23
ACCT000593,2026-06-02,6.36
ACCT000593,2026-06-03,6.58
ACCT000593,2026-06-04,10.94
ACCT000593,2026-06-05,15.98
ACCT000593,2026-06-06,5.92
ACCT000593,2026-06-07,12.71
ACCT000593,2026-06-08,12.79
ACCT000593,2026-06-09,9.98
ACCT000593,2026-06-10,4.21
ACCT000593,2026-06-11,4.51
ACCT000593,2026-06-12,8.27
ACCT000593,2026-06-13,9.59
ACCT000593,2026-06-14,23.24
ACCT000593,2026-06-15,24.0
ACCT000593,2026-06-16,15.67
ACCT000593,2026-06-17,3.07
ACCT000593,2026-06-18,20.84
ACCT000593,2026-06-19,5.26
ACCT000593,2026-06-20,16.36
ACCT000593,2026-06-21,4.87
ACCT000593,2026-06-22,14.48
ACCT000593,2026-06-23,16.56
ACCT000593,2026-06-24,9.65
ACCT000593,2026-06-25,8.48
ACCT000593,2026-06-26,9.09
ACCT000593,2026-06-27,18.32
ACCT000593,2026-06-28,11.71
ACCT000593,2026-06-29,3.17
ACCT000594,2026-05-31,5.84
ACCT000594,2026-06-01,11.96
ACCT000594,2026-06-02,14.89
ACCT000594,2026-06-03,13.9
ACCT000594,2026-06-04,6.53
ACCT000594,2026-06-05,2.7
ACCT000594,2026-06-06,6.54
ACCT000594,2026-06-07,20.35
ACCT000594,2026-06-08,2.79
ACCT000594,2026-06-09,1.48
ACCT000594,2026-06-10,3.63
ACCT000594,2026-06-11,11.57
ACCT000594,2026-06-12,4.43
ACCT000594,2026-06-13,11.63
ACCT000594,2026-06-14,25.12
ACCT000594,2026-06-15,8.68
ACCT000594,2026-06-16,2.89
ACCT000594,2026-06-17,12.48
ACCT000594,2026-06-18,31.66
ACCT000594,2026-06-19,3.56
ACCT000594,2026-06-20,2.72
ACCT000594,2026-06-21,11.09
ACCT000594,2026-06-22,7.95
ACCT000594,2026-06-23,13.04
ACCT000594,2026-06-24,34.72
ACCT000594,2026-06-25,1.94
ACCT000594,2026-06-26,7.38
ACCT000594,2026-06-27,1.41
ACCT000594,2026-06-28,3.48
ACCT000594,2026-06-29,0.68
ACCT000595,2026-05-31,4.51
ACCT000595,2026-06-01,2.3
ACCT000595,2026-06-02,3.52
ACCT000595,2026-06-03,3.85
ACCT000595,2026-06-04,2.98
ACCT000595,2026-06-05,1.05
ACCT000595,2026-06-06,1.44
ACCT000595,2026-06-07,2.42
ACCT000595,2026-06-08,2.02
ACCT000595,2026-06-09,6.84
ACCT000595,2026-06-10,1.46
ACCT000595,2026-06-11,0.63
ACCT000595,2026-06-12,4.55
ACCT000595,2026-06-13,4.44
ACCT000595,2026-06-14,2.28
ACCT000595,2026-06-15,2.43
ACCT000595,2026-06-16,5.19
ACCT000595,2026-06-17,1.34
ACCT000595,2026-06-18,3.79
ACCT000595,2026-06-19,3.93
ACCT000595,2026-06-20,4.52
ACCT000595,2026-06-21,5.96
ACCT000595,2026-06-22,2.1
ACCT000595,2026-06-23,4.67
ACCT000595,2026-06-24,3.6
ACCT000595,2026-06-25,1.31
ACCT000595,2026-06-26,7.45
ACCT000595,2026-06-27,2.98
ACCT000595,2026-06-28,2.89
ACCT000595,2026-06-29,3.45
ACCT000596,2026-05-31,12.94
ACCT000596,2026-06-01,22.64
ACCT000596,2026-06-02,14.01
ACCT000596,2026-06-03,19.83
ACCT000596,2026-06-04,7.33
ACCT000596,2026-06-05,3.98
ACCT000596,2026-06-06,6.27
ACCT000596,2026-06-07,9.11
ACCT000596,2026-06-08,5.45
ACCT000596,2026-06-09,12.74
ACCT000596,2026-06-10,18.99
ACCT000596,2026-06-11,15.06
ACCT000596,2026-06-12,23.55
ACCT000596,2026-06-13,7.91
ACCT000596,2026-06-14,22.73
ACCT000596,2026-06-15,17.32
ACCT000596,2026-06-16,11.88
ACCT000596,2026-06-17,4.06
ACCT000596,2026-06-18,11.45
ACCT000596,2026-06-19,11.17
ACCT000596,2026-06-20,37.37
ACCT000596,2026-06-21,14.3
ACCT000596,2026-06-22,3.19
ACCT000596,2026-06-23,21.71
ACCT000596,2026-06-24,13.63
ACCT000596,2026-06-25,18.74
ACCT000596,2026-06-26,16.47
ACCT000596,2026-06-27,21.85
ACCT000596,2026-06-28,23.62
ACCT000596,2026-06-29,36.49
ACCT000597,2026-05-31,12.56
ACCT000597,2026-06-01,4.71
ACCT000597,2026-06-02,2.25
ACCT000597,2026-06-03,2.63
ACCT000597,2026-06-04,3.43
ACCT000597,2026-06-05,4.95
ACCT000597,2026-06-06,3.02
ACCT000597,2026-06-07,6.24
ACCT000597,2026-06-08,3.43
ACCT000597,2026-06-09,7.61
ACCT000597,2026-06-10,7.68
ACCT000597,2026-06-11,4.95
ACCT000597,2026-06-12,21.75
ACCT000597,2026-06-13,11.07
ACCT000597,2026-06-14,8.45
ACCT000597,2026-06-15,16.0
ACCT000597,2026-06-16,6.11
ACCT000597,2026-06-17,9.0
ACCT000597,2026-06-18,14.66
ACCT000597,2026-06-19,27.49
ACCT000597,2026-06-20,3.19
ACCT000597,2026-06-21,3.42
ACCT000597,2026-06-22,17.1
ACCT000597,2026-06-23,7.94
ACCT000597,2026-06-24,6.36
ACCT000597,2026-06-25,8.27
ACCT000597,2026-06-26,17.96
ACCT000597,2026-06-27,11.21
ACCT000597,2026-06-28,8.33
ACCT000597,2026-06-29,3.31
ACCT000598,2026-05-31,15.86
ACCT000598,2026-06-01,24.64
ACCT000598,2026-06-02,18.14
ACCT000598,2026-06-03,52.74
ACCT000598,2026-06-04,21.62
ACCT000598,2026-06-05,14.98
ACCT000598,2026-06-06,28.9
ACCT000598,2026-06-07,55.78
ACCT000598,2026-06-08,39.45
ACCT000598,2026-06-09,4.43
ACCT000598,2026-06-10,22.77
ACCT000598,2026-06-11,26.04
ACCT000598,2026-06-12,43.04
ACCT000598,2026-06-13,6.99
ACCT000598,2026-06-14,24.96
ACCT000598,2026-06-15,7.4
ACCT000598,2026-06-16,2.67
ACCT000598,2026-06-17,10.55
ACCT000598,2026-06-18,23.59
ACCT000598,2026-06-19,40.94
ACCT000598,2026-06-20,10.05
ACCT000598,2026-06-21,10.09
ACCT000598,2026-06-22,20.49
ACCT000598,2026-06-23,20.71
ACCT000598,2026-06-24,17.91
ACCT000598,2026-06-25,6.18
ACCT000598,2026-06-26,8.78
ACCT000598,2026-06-27,46.43
ACCT000598,2026-06-28,35.21
ACCT000598,2026-06-29,13.8
ACCT000599,2026-05-31,32.97
ACCT000599,2026-06-01,36.36
ACCT000599,2026-06-02,24.39
ACCT000599,2026-06-03,4.07
ACCT000599,2026-06-04,36.44
ACCT000599,2026-06-05,4.52
ACCT000599,2026-06-06,10.27
ACCT000599,2026-06-07,48.35
ACCT000599,2026-06-08,15.32
ACCT000599,2026-06-09,20.21
ACCT000599,2026-06-10,9.01
ACCT000599,2026-06-11,9.09
ACCT000599,2026-06-12,37.88
ACCT000599,2026-06-13,27.87
ACCT000599,2026-06-14,27.5
ACCT000599,2026-06-15,38.13
ACCT000599,2026-06-16,11.69
ACCT000599,2026-06-17,19.01
ACCT000599,2026-06-18,11.49
ACCT000599,2026-06-19,15.14
ACCT000599,2026-06-20,12.85
ACCT000599,2026-06-21,33.66
ACCT000599,2026-06-22,57.52
ACCT000599,2026-06-23,11.08
ACCT000599,2026-06-24,37.48
ACCT000599,2026-06-25,53.89
ACCT000599,2026-06-26,13.25
ACCT000599,2026-06-27,17.76
ACCT000599,2026-06-28,22.55
ACCT000599,2026-06-29,52.99
ACCT000600,2026-05-31,22.65
ACCT000600,2026-06-01,0.16
ACCT000600,2026-06-02,9.56
ACCT000600,2026-06-03,13.59
ACCT000600,2026-06-04,15.27
ACCT000600,2026-06-05,16.04
ACCT000600,2026-06-06,14.55
ACCT000600,2026-06-07,25.71
ACCT000600,2026-06-08,5.39
ACCT000600,2026-06-09,13.38
ACCT000600,2026-06-10,16.2
ACCT000600,2026-06-11,7.45
ACCT000600,2026-06-12,10.11
ACCT000600,2026-06-13,1.31
ACCT000600,2026-06-14,6.15
ACCT000600,2026-06-15,3.02
ACCT000600,2026-06-16,11.45
ACCT000600,2026-06-17,8.46
ACCT000600,2026-06-18,9.73
ACCT000600,2026-06-19,17.84
ACCT000600,2026-06-20,6.4
ACCT000600,2026-06-21,20.48
ACCT000600,2026-06-22,17.24
ACCT000600,2026-06-23,8.43
ACCT000600,2026-06-24,9.34
ACCT000600,2026-06-25,21.97
ACCT000600,2026-06-26,8.08
ACCT000600,2026-06-27,11.2
ACCT000600,2026-06-28,9.1
ACCT000600,2026-06-29,24.67
ACCT000601,2026-05-31,19.03
ACCT000601,2026-06-01,17.97
ACCT000601,2026-06-02,26.11
ACCT000601,2026-06-03,6.06
ACCT000601,2026-06-04,15.26
ACCT000601,2026-06-05,19.54
ACCT000601,2026-06-06,7.01
ACCT000601,2026-06-07,31.7
ACCT000601,2026-06-08,19.6
ACCT000601,2026-06-09,14.66
ACCT000601,2026-06-10,6.85
ACCT000601,2026-06-11,9.95
ACCT000601,2026-06-12,7.81
ACCT000601,2026-06-13,19.04
ACCT000601,2026-06-14,39.41
ACCT000601,2026-06-15,13.96
ACCT000601,2026-06-16,35.13
ACCT000601,2026-06-17,32.47
ACCT000601,2026-06-18,16.11
ACCT000601,2026-06-19,10.62
ACCT000601,2026-06-20,8.3
ACCT000601,2026-06-21,2.25
ACCT000601,2026-06-22,20.99
ACCT000601,2026-06-23,25.3
ACCT000601,2026-06-24,17.42
ACCT000601,2026-06-25,13.36
ACCT000601,2026-06-26,42.64
ACCT000601,2026-06-27,23.26
ACCT000601,2026-06-28,19.31
ACCT000601,2026-06-29,4.37
ACCT000602,2026-05-31,8.36
ACCT000602,2026-06-01,7.49
ACCT000602,2026-06-02,6.92
ACCT000602,2026-06-03,11.84
ACCT000602,2026-06-04,8.25
ACCT000602,2026-06-05,24.06
ACCT000602,2026-06-06,7.29
ACCT000602,2026-06-07,8.43
ACCT000602,2026-06-08,19.35
ACCT000602,2026-06-09,2.47
ACCT000602,2026-06-10,3.18
ACCT000602,2026-06-11,3.14
ACCT000602,2026-06-12,16.8
ACCT000602,2026-06-13,8.99
ACCT000602,2026-06-14,27.48
ACCT000602,2026-06-15,11.25
ACCT000602,2026-06-16,8.3
ACCT000602,2026-06-17,2.02
ACCT000602,2026-06-18,3.24
ACCT000602,2026-06-19,5.65
ACCT000602,2026-06-20,29.95
ACCT000602,2026-06-21,8.33
ACCT000602,2026-06-22,18.17
ACCT000602,2026-06-23,6.83
ACCT000602,2026-06-24,1.07
ACCT000602,2026-06-25,3.74
ACCT000602,2026-06-26,7.86
ACCT000602,2026-06-27,9.44
ACCT000602,2026-06-28,15.03
ACCT000602,2026-06-29,2.91
ACCT000603,2026-05-31,1.56
ACCT000603,2026-06-01,1.62
ACCT000603,2026-06-02,0.54
ACCT000603,2026-06-03,0.58
ACCT000603,2026-06-04,0.73
ACCT000603,2026-06-05,1.51
ACCT000603,2026-06-06,0.67
ACCT000603,2026-06-07,1.81
ACCT000603,2026-06-08,3.44
ACCT000603,2026-06-09,0.64
ACCT000603,2026-06-10,5.12
ACCT000603,2026-06-11,1.55
ACCT000603,2026-06-12,3.14
ACCT000603,2026-06-13,1.8
ACCT000603,2026-06-14,1.11
ACCT000603,2026-06-15,0.89
ACCT000603,2026-06-16,1.37
ACCT000603,2026-06-17,1.2
ACCT000603,2026-06-18,1.76
ACCT000603,2026-06-19,0.55
ACCT000603,2026-06-20,0.32
ACCT000603,2026-06-21,0.82
ACCT000603,2026-06-22,1.72
ACCT000603,2026-06-23,0.58
ACCT000603,2026-06-24,4.04
ACCT000603,2026-06-25,1.31
ACCT000603,2026-06-26,3.01
ACCT000603,2026-06-27,0.89
ACCT000603,2026-06-28,0.45
ACCT000603,2026-06-29,0.02
ACCT000604,2026-05-31,8.16
ACCT000604,2026-06-01,6.0
ACCT000604,2026-06-02,6.06
ACCT000604,2026-06-03,2.7
ACCT000604,2026-06-04,10.95
ACCT000604,2026-06-05,11.24
ACCT000604,2026-06-06,16.87
ACCT000604,2026-06-07,10.42
ACCT000604,2026-06-08,18.34
ACCT000604,2026-06-09,46.33
ACCT000604,2026-06-10,16.84
ACCT000604,2026-06-11,13.45
ACCT000604,2026-06-12,13.66
ACCT000604,2026-06-13,7.49
ACCT000604,2026-06-14,5.91
ACCT000604,2026-06-15,9.04
ACCT000604,2026-06-16,5.99
ACCT000604,2026-06-17,7.32
ACCT000604,2026-06-18,5.63
ACCT000604,2026-06-19,9.36
ACCT000604,2026-06-20,8.9
ACCT000604,2026-06-21,10.25
ACCT000604,2026-06-22,13.72
ACCT000604,2026-06-23,5.23
ACCT000604,2026-06-24,7.05
ACCT000604,2026-06-25,3.47
ACCT000604,2026-06-26,17.61
ACCT000604,2026-06-27,40.13
ACCT000604,2026-06-28,13.47
ACCT000604,2026-06-29,17.58
ACCT000605,2026-05-31,5.72
ACCT000605,2026-06-01,36.02
ACCT000605,2026-06-02,24.06
ACCT000605,2026-06-03,2.17
ACCT000605,2026-06-04,11.71
ACCT000605,2026-06-05,13.76
ACCT000605,2026-06-06,13.93
ACCT000605,2026-06-07,5.25
ACCT000605,2026-06-08,6.34
ACCT000605,2026-06-09,6.07
ACCT000605,2026-06-10,18.96
ACCT000605,2026-06-11,13.33
ACCT000605,2026-06-12,14.4
ACCT000605,2026-06-13,7.48
ACCT000605,2026-06-14,6.02
ACCT000605,2026-06-15,1.96
ACCT000605,2026-06-16,3.94
ACCT000605,2026-06-17,3.62
ACCT000605,2026-06-18,50.46
ACCT000605,2026-06-19,1.95
ACCT000605,2026-06-20,15.85
ACCT000605,2026-06-21,20.62
ACCT000605,2026-06-22,2.3
ACCT000605,2026-06-23,19.97
ACCT000605,2026-06-24,12.12
ACCT000605,2026-06-25,8.23
ACCT000605,2026-06-26,42.95
ACCT000605,2026-06-27,2.04
ACCT000605,2026-06-28,15.28
ACCT000605,2026-06-29,25.75
ACCT000606,2026-05-31,6.83
ACCT000606,2026-06-01,21.62
ACCT000606,2026-06-02,4.1
ACCT000606,2026-06-03,6.56
ACCT000606,2026-06-04,21.15
ACCT000606,2026-06-05,43.83
ACCT000606,2026-06-06,17.46
ACCT000606,2026-06-07,9.5
ACCT000606,2026-06-08,1.16
ACCT000606,2026-06-09,4.51
ACCT000606,2026-06-10,3.61
ACCT000606,2026-06-11,17.98
ACCT000606,2026-06-12,10.67
ACCT000606,2026-06-13,6.35
ACCT000606,2026-06-14,9.68
ACCT000606,2026-06-15,7.64
ACCT000606,2026-06-16,8.34
ACCT000606,2026-06-17,14.25
ACCT000606,2026-06-18,2.35
ACCT000606,2026-06-19,7.14
ACCT000606,2026-06-20,1.51
ACCT000606,2026-06-21,8.56
ACCT000606,2026-06-22,15.2
ACCT000606,2026-06-23,9.67
ACCT000606,2026-06-24,4.71
ACCT000606,2026-06-25,7.13
ACCT000606,2026-06-26,2.36
ACCT000606,2026-06-27,9.73
ACCT000606,2026-06-28,2.01
ACCT000606,2026-06-29,6.58
ACCT000607,2026-05-31,2.04
ACCT000607,2026-06-01,3.81
ACCT000607,2026-06-02,2.8
ACCT000607,2026-06-03,2.7
ACCT000607,2026-06-04,0.33
ACCT000607,2026-06-05,3.07
ACCT000607,2026-06-06,2.81
ACCT000607,2026-06-07,2.35
ACCT000607,2026-06-08,3.21
ACCT000607,2026-06-09,1.14
ACCT000607,2026-06-10,3.22
ACCT000607,2026-06-11,3.22
ACCT000607,2026-06-12,0.95
ACCT000607,2026-06-13,3.45
ACCT000607,2026-06-14,5.73
ACCT000607,2026-06-15,3.09
ACCT000607,2026-06-16,0.92
ACCT000607,2026-06-17,4.46
ACCT000607,2026-06-18,0.9
ACCT000607,2026-06-19,1.37
ACCT000607,2026-06-20,0.97
ACCT000607,2026-06-21,2.54
ACCT000607,2026-06-22,8.45
ACCT000607,2026-06-23,2.01
ACCT000607,2026-06-24,1.64
ACCT000607,2026-06-25,12.15
ACCT000607,2026-06-26,2.29
ACCT000607,2026-06-27,1.41
ACCT000607,2026-06-28,0.95
ACCT000607,2026-06-29,2.58
ACCT000608,2026-05-31,4.9
ACCT000608,2026-06-01,14.69
ACCT000608,2026-06-02,5.08
ACCT000608,2026-06-03,0.5
ACCT000608,2026-06-04,3.41
ACCT000608,2026-06-05,1.94
ACCT000608,2026-06-06,3.9
ACCT000608,2026-06-07,4.56
ACCT000608,2026-06-08,3.23
ACCT000608,2026-06-09,3.04
ACCT000608,2026-06-10,2.8
ACCT000608,2026-06-11,6.07
ACCT000608,2026-06-12,5.08
ACCT000608,2026-06-13,4.67
ACCT000608,2026-06-14,17.75
ACCT000608,2026-06-15,7.05
ACCT000608,2026-06-16,8.15
ACCT000608,2026-06-17,6.27
ACCT000608,2026-06-18,1.73
ACCT000608,2026-06-19,0.64
ACCT000608,2026-06-20,3.27
ACCT000608,2026-06-21,5.26
ACCT000608,2026-06-22,6.35
ACCT000608,2026-06-23,2.62
ACCT000608,2026-06-24,11.67
ACCT000608,2026-06-25,2.23
ACCT000608,2026-06-26,5.11
ACCT000608,2026-06-27,7.32
ACCT000608,2026-06-28,6.74
ACCT000608,2026-06-29,24.48
ACCT000609,2026-05-31,15.3
ACCT000609,2026-06-01,11.33
ACCT000609,2026-06-02,22.58
ACCT000609,2026-06-03,18.65
ACCT000609,2026-06-04,3.0
ACCT000609,2026-06-05,8.79
ACCT000609,2026-06-06,17.5
ACCT000609,2026-06-07,14.16
ACCT000609,2026-06-08,8.03
ACCT000609,2026-06-09,24.84
ACCT000609,2026-06-10,36.26
ACCT000609,2026-06-11,6.61
ACCT000609,2026-06-12,44.71
ACCT000609,2026-06-13,19.14
ACCT000609,2026-06-14,12.33
ACCT000609,2026-06-15,20.83
ACCT000609,2026-06-16,4.06
ACCT000609,2026-06-17,19.23
ACCT000609,2026-06-18,11.89
ACCT000609,2026-06-19,23.03
ACCT000609,2026-06-20,18.55
ACCT000609,2026-06-21,29.08
ACCT000609,2026-06-22,4.51
ACCT000609,2026-06-23,17.33
ACCT000609,2026-06-24,6.63
ACCT000609,2026-06-25,16.72
ACCT000609,2026-06-26,13.6
ACCT000609,2026-06-27,7.94
ACCT000609,2026-06-28,7.09
ACCT000609,2026-06-29,3.05
ACCT000611,2026-05-31,13.96
ACCT000611,2026-06-01,9.85
ACCT000611,2026-06-02,6.53
ACCT000611,2026-06-03,9.24
ACCT000611,2026-06-04,22.17
ACCT000611,2026-06-05,6.23
ACCT000611,2026-06-06,5.61
ACCT000611,2026-06-07,4.87
ACCT000611,2026-06-08,11.38
ACCT000611,2026-06-09,3.83
ACCT000611,2026-06-10,6.62
ACCT000611,2026-06-11,4.37
ACCT000611,2026-06-12,10.14
ACCT000611,2026-06-13,7.94
ACCT000611,2026-06-14,11.78
ACCT000611,2026-06-15,1.75
ACCT000611,2026-06-16,4.63
ACCT000611,2026-06-17,7.29
ACCT000611,2026-06-18,11.47
ACCT000611,2026-06-19,6.98
ACCT000611,2026-06-20,7.15
ACCT000611,2026-06-21,14.58
ACCT000611,2026-06-22,4.83
ACCT000611,2026-06-23,9.76
ACCT000611,2026-06-24,11.92
ACCT000611,2026-06-25,3.64
ACCT000611,2026-06-26,5.95
ACCT000611,2026-06-27,10.92
ACCT000611,2026-06-28,6.02
ACCT000611,2026-06-29,9.58
ACCT000612,2026-05-31,6.49
ACCT000612,2026-06-01,21.46
ACCT000612,2026-06-02,9.79
ACCT000612,2026-06-03,4.21
ACCT000612,2026-06-04,8.76
ACCT000612,2026-06-05,5.59
ACCT000612,2026-06-06,8.53
ACCT000612,2026-06-07,16.17
ACCT000612,2026-06-08,5.86
ACCT000612,2026-06-09,6.54
ACCT000612,2026-06-10,1.38
ACCT000612,2026-06-11,9.02
ACCT000612,2026-06-12,6.14
ACCT000612,2026-06-13,13.23
ACCT000612,2026-06-14,3.25
ACCT000612,2026-06-15,11.87
ACCT000612,2026-06-16,11.14
ACCT000612,2026-06-17,8.91
ACCT000612,2026-06-18,21.17
ACCT000612,2026-06-19,28.86
ACCT000612,2026-06-20,16.68
ACCT000612,2026-06-21,1.04
ACCT000612,2026-06-22,4.35
ACCT000612,2026-06-23,2.82
ACCT000612,2026-06-24,3.64
ACCT000612,2026-06-25,17.4
ACCT000612,2026-06-26,25.14
ACCT000612,2026-06-27,16.98
ACCT000612,2026-06-28,10.39
ACCT000612,2026-06-29,2.98
ACCT000613,2026-05-31,17.95
ACCT000613,2026-06-01,33.27
ACCT000613,2026-06-02,68.64
ACCT000613,2026-06-03,45.63
ACCT000613,2026-06-04,13.74
ACCT000613,2026-06-05,15.17
ACCT000613,2026-06-06,16.97
ACCT000613,2026-06-07,31.77
ACCT000613,2026-06-08,9.21
ACCT000613,2026-06-09,19.13
ACCT000613,2026-06-10,25.6
ACCT000613,2026-06-11,30.97
ACCT000613,2026-06-12,21.05
