account_id,usage_date,minutes_used
ACCT000594,2026-06-14,10
ACCT000594,2026-06-15,11
ACCT000594,2026-06-16,14
ACCT000594,2026-06-17,14
ACCT000594,2026-06-18,8
ACCT000594,2026-06-19,7
ACCT000594,2026-06-20,18
ACCT000594,2026-06-21,11
ACCT000594,2026-06-22,10
ACCT000594,2026-06-23,13
ACCT000594,2026-06-24,10
ACCT000594,2026-06-25,7
ACCT000594,2026-06-26,16
ACCT000594,2026-06-27,12
ACCT000594,2026-06-28,11
ACCT000594,2026-06-29,19
ACCT000595,2026-05-31,3
ACCT000595,2026-06-01,4
ACCT000595,2026-06-02,4
ACCT000595,2026-06-03,3
ACCT000595,2026-06-04,2
ACCT000595,2026-06-05,5
ACCT000595,2026-06-06,4
ACCT000595,2026-06-07,6
ACCT000595,2026-06-08,1
ACCT000595,2026-06-09,2
ACCT000595,2026-06-10,4
ACCT000595,2026-06-11,1
ACCT000595,2026-06-12,3
ACCT000595,2026-06-13,6
ACCT000595,2026-06-14,6
ACCT000595,2026-06-15,6
ACCT000595,2026-06-16,2
ACCT000595,2026-06-17,4
ACCT000595,2026-06-18,3
ACCT000595,2026-06-19,1
ACCT000595,2026-06-20,3
ACCT000595,2026-06-21,6
ACCT000595,2026-06-22,6
ACCT000595,2026-06-23,2
ACCT000595,2026-06-24,1
ACCT000595,2026-06-25,5
ACCT000595,2026-06-26,7
ACCT000595,2026-06-27,8
ACCT000595,2026-06-28,4
ACCT000595,2026-06-29,2
ACCT000596,2026-05-31,24
ACCT000596,2026-06-01,17
ACCT000596,2026-06-02,25
ACCT000596,2026-06-03,24
ACCT000596,2026-06-04,24
ACCT000596,2026-06-05,18
ACCT000596,2026-06-06,18
ACCT000596,2026-06-07,19
ACCT000596,2026-06-08,27
ACCT000596,2026-06-09,25
ACCT000596,2026-06-10,21
ACCT000596,2026-06-11,19
ACCT000596,2026-06-12,10
ACCT000596,2026-06-13,19
ACCT000596,2026-06-14,24
ACCT000596,2026-06-15,25
ACCT000596,2026-06-16,18
ACCT000596,2026-06-17,17
ACCT000596,2026-06-18,24
ACCT000596,2026-06-19,14
ACCT000596,2026-06-20,22
ACCT000596,2026-06-21,18
ACCT000596,2026-06-22,19
ACCT000596,2026-06-23,16
ACCT000596,2026-06-24,15
ACCT000596,2026-06-25,15
ACCT000596,2026-06-26,28
ACCT000596,2026-06-27,17
ACCT000596,2026-06-28,24
ACCT000596,2026-06-29,29
ACCT000597,2026-05-31,5
ACCT000597,2026-06-01,7
ACCT000597,2026-06-02,7
ACCT000597,2026-06-03,6
ACCT000597,2026-06-04,6
ACCT000597,2026-06-05,11
ACCT000597,2026-06-06,8
ACCT000597,2026-06-07,10
ACCT000597,2026-06-08,7
ACCT000597,2026-06-09,5
ACCT000597,2026-06-10,8
ACCT000597,2026-06-11,5
ACCT000597,2026-06-12,3
ACCT000597,2026-06-13,2
ACCT000597,2026-06-14,8
ACCT000597,2026-06-15,8
ACCT000597,2026-06-16,4
ACCT000597,2026-06-17,2
ACCT000597,2026-06-18,4
ACCT000597,2026-06-19,3
ACCT000597,2026-06-20,3
ACCT000597,2026-06-21,2
ACCT000597,2026-06-22,4
ACCT000597,2026-06-23,5
ACCT000597,2026-06-24,4
ACCT000597,2026-06-25,3
ACCT000597,2026-06-26,4
ACCT000597,2026-06-27,4
ACCT000597,2026-06-28,9
ACCT000597,2026-06-29,3
ACCT000598,2026-05-31,5
ACCT000598,2026-06-01,6
ACCT000598,2026-06-02,7
ACCT000598,2026-06-03,11
ACCT000598,2026-06-04,5
ACCT000598,2026-06-05,6
ACCT000598,2026-06-06,5
ACCT000598,2026-06-07,8
ACCT000598,2026-06-08,4
ACCT000598,2026-06-09,8
ACCT000598,2026-06-10,8
ACCT000598,2026-06-11,1
ACCT000598,2026-06-12,4
ACCT000598,2026-06-13,10
ACCT000598,2026-06-14,5
ACCT000598,2026-06-15,10
ACCT000598,2026-06-16,9
ACCT000598,2026-06-17,6
ACCT000598,2026-06-18,4
ACCT000598,2026-06-19,8
ACCT000598,2026-06-20,5
ACCT000598,2026-06-21,7
ACCT000598,2026-06-22,11
ACCT000598,2026-06-23,7
ACCT000598,2026-06-24,9
ACCT000598,2026-06-25,9
ACCT000598,2026-06-26,8
ACCT000598,2026-06-27,11
ACCT000598,2026-06-28,3
ACCT000598,2026-06-29,7
ACCT000599,2026-05-31,71
ACCT000599,2026-06-01,68
ACCT000599,2026-06-02,65
ACCT000599,2026-06-03,84
ACCT000599,2026-06-04,63
ACCT000599,2026-06-05,53
ACCT000599,2026-06-06,91
ACCT000599,2026-06-07,83
ACCT000599,2026-06-08,70
ACCT000599,2026-06-09,67
ACCT000599,2026-06-10,64
ACCT000599,2026-06-11,72
ACCT000599,2026-06-12,74
ACCT000599,2026-06-13,65
ACCT000599,2026-06-14,58
ACCT000599,2026-06-15,77
ACCT000599,2026-06-16,74
ACCT000599,2026-06-17,53
ACCT000599,2026-06-18,55
ACCT000599,2026-06-19,60
ACCT000599,2026-06-20,70
ACCT000599,2026-06-21,47
ACCT000599,2026-06-22,64
ACCT000599,2026-06-23,65
ACCT000599,2026-06-24,63
ACCT000599,2026-06-25,65
ACCT000599,2026-06-26,65
ACCT000599,2026-06-27,54
ACCT000599,2026-06-28,72
ACCT000599,2026-06-29,80
ACCT000600,2026-05-31,10
ACCT000600,2026-06-01,4
ACCT000600,2026-06-02,11
ACCT000600,2026-06-03,8
ACCT000600,2026-06-04,4
ACCT000600,2026-06-05,9
ACCT000600,2026-06-06,7
ACCT000600,2026-06-07,10
ACCT000600,2026-06-08,5
ACCT000600,2026-06-09,7
ACCT000600,2026-06-10,10
ACCT000600,2026-06-11,7
ACCT000600,2026-06-12,6
ACCT000600,2026-06-13,6
ACCT000600,2026-06-14,5
ACCT000600,2026-06-15,6
ACCT000600,2026-06-16,10
ACCT000600,2026-06-17,8
ACCT000600,2026-06-18,9
ACCT000600,2026-06-19,9
ACCT000600,2026-06-20,6
ACCT000600,2026-06-21,7
ACCT000600,2026-06-22,2
ACCT000600,2026-06-23,5
ACCT000600,2026-06-24,5
ACCT000600,2026-06-25,13
ACCT000600,2026-06-26,1
ACCT000600,2026-06-27,7
ACCT000600,2026-06-28,7
ACCT000600,2026-06-29,6
ACCT000601,2026-05-31,12
ACCT000601,2026-06-01,14
ACCT000601,2026-06-02,7
ACCT000601,2026-06-03,8
ACCT000601,2026-06-04,8
ACCT000601,2026-06-05,7
ACCT000601,2026-06-06,12
ACCT000601,2026-06-07,9
ACCT000601,2026-06-08,7
ACCT000601,2026-06-09,14
ACCT000601,2026-06-10,8
ACCT000601,2026-06-11,13
ACCT000601,2026-06-12,9
ACCT000601,2026-06-13,8
ACCT000601,2026-06-14,15
ACCT000601,2026-06-15,13
ACCT000601,2026-06-16,10
ACCT000601,2026-06-17,9
ACCT000601,2026-06-18,9
ACCT000601,2026-06-19,13
ACCT000601,2026-06-20,14
ACCT000601,2026-06-21,8
ACCT000601,2026-06-22,14
ACCT000601,2026-06-23,9
ACCT000601,2026-06-24,10
ACCT000601,2026-06-25,7
ACCT000601,2026-06-26,18
ACCT000601,2026-06-27,10
ACCT000601,2026-06-28,14
ACCT000601,2026-06-29,9
ACCT000602,2026-05-31,0
ACCT000602,2026-06-01,1
ACCT000602,2026-06-02,1
ACCT000602,2026-06-03,5
ACCT000602,2026-06-04,2
ACCT000602,2026-06-05,3
ACCT000602,2026-06-06,4
ACCT000602,2026-06-07,1
ACCT000602,2026-06-08,2
ACCT000602,2026-06-09,4
ACCT000602,2026-06-10,2
ACCT000602,2026-06-11,5
ACCT000602,2026-06-12,2
ACCT000602,2026-06-13,3
ACCT000602,2026-06-14,3
ACCT000602,2026-06-15,3
ACCT000602,2026-06-16,3
ACCT000602,2026-06-17,2
ACCT000602,2026-06-18,1
ACCT000602,2026-06-19,7
ACCT000602,2026-06-20,3
ACCT000602,2026-06-21,4
ACCT000602,2026-06-22,4
ACCT000602,2026-06-23,2
ACCT000602,2026-06-24,1
ACCT000602,2026-06-25,1
ACCT000602,2026-06-26,4
ACCT000602,2026-06-27,5
ACCT000602,2026-06-28,2
ACCT000602,2026-06-29,6
ACCT000603,2026-05-31,48
ACCT000603,2026-06-01,36
ACCT000603,2026-06-02,55
ACCT000603,2026-06-03,47
ACCT000603,2026-06-04,53
ACCT000603,2026-06-05,40
ACCT000603,2026-06-06,51
ACCT000603,2026-06-07,44
ACCT000603,2026-06-08,54
ACCT000603,2026-06-09,49
ACCT000603,2026-06-10,47
ACCT000603,2026-06-11,54
ACCT000603,2026-06-12,49
ACCT000603,2026-06-13,51
ACCT000603,2026-06-14,45
ACCT000603,2026-06-15,56
ACCT000603,2026-06-16,52
ACCT000603,2026-06-17,39
ACCT000603,2026-06-18,52
ACCT000603,2026-06-19,45
ACCT000603,2026-06-20,43
ACCT000603,2026-06-21,55
ACCT000603,2026-06-22,49
ACCT000603,2026-06-23,36
ACCT000603,2026-06-24,33
ACCT000603,2026-06-25,50
ACCT000603,2026-06-26,54
ACCT000603,2026-06-27,46
ACCT000603,2026-06-28,46
ACCT000603,2026-06-29,42
ACCT000604,2026-05-31,31
ACCT000604,2026-06-01,28
ACCT000604,2026-06-02,26
ACCT000604,2026-06-03,38
ACCT000604,2026-06-04,32
ACCT000604,2026-06-05,43
ACCT000604,2026-06-06,27
ACCT000604,2026-06-07,29
ACCT000604,2026-06-08,31
ACCT000604,2026-06-09,48
ACCT000604,2026-06-10,36
ACCT000604,2026-06-11,33
ACCT000604,2026-06-12,35
ACCT000604,2026-06-13,37
ACCT000604,2026-06-14,38
ACCT000604,2026-06-15,31
ACCT000604,2026-06-16,33
ACCT000604,2026-06-17,30
ACCT000604,2026-06-18,38
ACCT000604,2026-06-19,37
ACCT000604,2026-06-20,38
ACCT000604,2026-06-21,35
ACCT000604,2026-06-22,46
ACCT000604,2026-06-23,26
ACCT000604,2026-06-24,32
ACCT000604,2026-06-25,35
ACCT000604,2026-06-26,41
ACCT000604,2026-06-27,31
ACCT000604,2026-06-28,37
ACCT000604,2026-06-29,24
ACCT000605,2026-05-31,1
ACCT000605,2026-06-01,0
ACCT000605,2026-06-02,0
ACCT000605,2026-06-03,2
ACCT000605,2026-06-04,0
ACCT000605,2026-06-05,1
ACCT000605,2026-06-06,1
ACCT000605,2026-06-07,1
ACCT000605,2026-06-08,1
ACCT000605,2026-06-09,0
ACCT000605,2026-06-10,2
ACCT000605,2026-06-11,3
ACCT000605,2026-06-12,1
ACCT000605,2026-06-13,4
ACCT000605,2026-06-14,0
ACCT000605,2026-06-15,0
ACCT000605,2026-06-16,0
ACCT000605,2026-06-17,1
ACCT000605,2026-06-18,1
ACCT000605,2026-06-19,2
ACCT000605,2026-06-20,1
ACCT000605,2026-06-21,2
ACCT000605,2026-06-22,1
ACCT000605,2026-06-23,0
ACCT000605,2026-06-24,3
ACCT000605,2026-06-25,0
ACCT000605,2026-06-26,1
ACCT000605,2026-06-27,2
ACCT000605,2026-06-28,2
ACCT000605,2026-06-29,3
ACCT000606,2026-05-31,58
ACCT000606,2026-06-01,74
ACCT000606,2026-06-02,70
ACCT000606,2026-06-03,68
ACCT000606,2026-06-04,62
ACCT000606,2026-06-05,65
ACCT000606,2026-06-06,68
ACCT000606,2026-06-07,64
ACCT000606,2026-06-08,77
ACCT000606,2026-06-09,70
ACCT000606,2026-06-10,64
ACCT000606,2026-06-11,69
ACCT000606,2026-06-12,44
ACCT000606,2026-06-13,57
ACCT000606,2026-06-14,75
ACCT000606,2026-06-15,73
ACCT000606,2026-06-16,74
ACCT000606,2026-06-17,69
ACCT000606,2026-06-18,69
ACCT000606,2026-06-19,50
ACCT000606,2026-06-20,63
ACCT000606,2026-06-21,72
ACCT000606,2026-06-22,60
ACCT000606,2026-06-23,70
ACCT000606,2026-06-24,68
ACCT000606,2026-06-25,58
ACCT000606,2026-06-26,66
ACCT000606,2026-06-27,61
ACCT000606,2026-06-28,63
ACCT000606,2026-06-29,74
ACCT000607,2026-05-31,39
ACCT000607,2026-06-01,30
ACCT000607,2026-06-02,26
ACCT000607,2026-06-03,44
ACCT000607,2026-06-04,38
ACCT000607,2026-06-05,48
ACCT000607,2026-06-06,45
ACCT000607,2026-06-07,46
ACCT000607,2026-06-08,49
ACCT000607,2026-06-09,42
ACCT000607,2026-06-10,57
ACCT000607,2026-06-11,34
ACCT000607,2026-06-12,32
ACCT000607,2026-06-13,46
ACCT000607,2026-06-14,40
ACCT000607,2026-06-15,31
ACCT000607,2026-06-16,53
ACCT000607,2026-06-17,32
ACCT000607,2026-06-18,36
ACCT000607,2026-06-19,31
ACCT000607,2026-06-20,50
ACCT000607,2026-06-21,42
ACCT000607,2026-06-22,38
ACCT000607,2026-06-23,50
ACCT000607,2026-06-24,47
ACCT000607,2026-06-25,32
ACCT000607,2026-06-26,43
ACCT000607,2026-06-27,43
ACCT000607,2026-06-28,48
ACCT000607,2026-06-29,34
ACCT000608,2026-05-31,13
ACCT000608,2026-06-01,17
ACCT000608,2026-06-02,16
ACCT000608,2026-06-03,15
ACCT000608,2026-06-04,18
ACCT000608,2026-06-05,13
ACCT000608,2026-06-06,15
ACCT000608,2026-06-07,16
ACCT000608,2026-06-08,17
ACCT000608,2026-06-09,19
ACCT000608,2026-06-10,16
ACCT000608,2026-06-11,12
ACCT000608,2026-06-12,15
ACCT000608,2026-06-13,12
ACCT000608,2026-06-14,16
ACCT000608,2026-06-15,19
ACCT000608,2026-06-16,14
ACCT000608,2026-06-17,19
ACCT000608,2026-06-18,8
ACCT000608,2026-06-19,16
ACCT000608,2026-06-20,21
ACCT000608,2026-06-21,6
ACCT000608,2026-06-22,14
ACCT000608,2026-06-23,12
ACCT000608,2026-06-24,14
ACCT000608,2026-06-25,21
ACCT000608,2026-06-26,20
ACCT000608,2026-06-27,17
ACCT000608,2026-06-28,21
ACCT000608,2026-06-29,13
ACCT000609,2026-05-31,6
ACCT000609,2026-06-01,3
ACCT000609,2026-06-02,2
ACCT000609,2026-06-03,8
ACCT000609,2026-06-04,5
ACCT000609,2026-06-05,3
ACCT000609,2026-06-06,7
ACCT000609,2026-06-07,4
ACCT000609,2026-06-08,9
ACCT000609,2026-06-09,9
ACCT000609,2026-06-10,5
ACCT000609,2026-06-11,4
ACCT000609,2026-06-12,5
ACCT000609,2026-06-13,4
ACCT000609,2026-06-14,8
ACCT000609,2026-06-15,6
ACCT000609,2026-06-16,6
ACCT000609,2026-06-17,8
ACCT000609,2026-06-18,8
ACCT000609,2026-06-19,1
ACCT000609,2026-06-20,9
ACCT000609,2026-06-21,3
ACCT000609,2026-06-22,3
ACCT000609,2026-06-23,6
ACCT000609,2026-06-24,9
ACCT000609,2026-06-25,8
ACCT000609,2026-06-26,7
ACCT000609,2026-06-27,6
ACCT000609,2026-06-28,7
ACCT000609,2026-06-29,4
ACCT000611,2026-05-31,45
ACCT000611,2026-06-01,27
ACCT000611,2026-06-02,28
ACCT000611,2026-06-03,28
ACCT000611,2026-06-04,29
ACCT000611,2026-06-05,33
ACCT000611,2026-06-06,42
ACCT000611,2026-06-07,27
ACCT000611,2026-06-08,30
ACCT000611,2026-06-09,16
ACCT000611,2026-06-10,42
ACCT000611,2026-06-11,30
ACCT000611,2026-06-12,36
ACCT000611,2026-06-13,39
ACCT000611,2026-06-14,25
ACCT000611,2026-06-15,34
ACCT000611,2026-06-16,28
ACCT000611,2026-06-17,30
ACCT000611,2026-06-18,37
ACCT000611,2026-06-19,27
ACCT000611,2026-06-20,33
ACCT000611,2026-06-21,38
ACCT000611,2026-06-22,33
ACCT000611,2026-06-23,27
ACCT000611,2026-06-24,27
ACCT000611,2026-06-25,33
ACCT000611,2026-06-26,27
ACCT000611,2026-06-27,30
ACCT000611,2026-06-28,33
ACCT000611,2026-06-29,29
ACCT000612,2026-05-31,26
ACCT000612,2026-06-01,15
ACCT000612,2026-06-02,21
ACCT000612,2026-06-03,12
ACCT000612,2026-06-04,23
ACCT000612,2026-06-05,23
ACCT000612,2026-06-06,12
ACCT000612,2026-06-07,20
ACCT000612,2026-06-08,16
ACCT000612,2026-06-09,29
ACCT000612,2026-06-10,22
ACCT000612,2026-06-11,22
ACCT000612,2026-06-12,30
ACCT000612,2026-06-13,23
ACCT000612,2026-06-14,22
ACCT000612,2026-06-15,19
ACCT000612,2026-06-16,22
ACCT000612,2026-06-17,16
ACCT000612,2026-06-18,26
ACCT000612,2026-06-19,19
ACCT000612,2026-06-20,27
ACCT000612,2026-06-21,24
ACCT000612,2026-06-22,22
ACCT000612,2026-06-23,24
ACCT000612,2026-06-24,22
ACCT000612,2026-06-25,25
ACCT000612,2026-06-26,29
ACCT000612,2026-06-27,29
ACCT000612,2026-06-28,23
ACCT000612,2026-06-29,20
ACCT000613,2026-05-31,45
ACCT000613,2026-06-01,43
ACCT000613,2026-06-02,49
ACCT000613,2026-06-03,51
ACCT000613,2026-06-04,48
ACCT000613,2026-06-05,46
ACCT000613,2026-06-06,48
ACCT000613,2026-06-07,55
ACCT000613,2026-06-08,46
ACCT000613,2026-06-09,42
ACCT000613,2026-06-10,63
ACCT000613,2026-06-11,50
ACCT000613,2026-06-12,52
ACCT000613,2026-06-13,50
ACCT000613,2026-06-14,46
ACCT000613,2026-06-15,53
ACCT000613,2026-06-16,50
ACCT000613,2026-06-17,53
ACCT000613,2026-06-18,49
ACCT000613,2026-06-19,59
ACCT000613,2026-06-20,45
ACCT000613,2026-06-21,33
ACCT000613,2026-06-22,50
ACCT000613,2026-06-23,43
ACCT000613,2026-06-24,40
ACCT000613,2026-06-25,67
ACCT000613,2026-06-26,44
ACCT000613,2026-06-27,51
ACCT000613,2026-06-28,53
ACCT000613,2026-06-29,44
ACCT000614,2026-05-31,48
ACCT000614,2026-06-01,57
ACCT000614,2026-06-02,44
ACCT000614,2026-06-03,49
ACCT000614,2026-06-04,48
ACCT000614,2026-06-05,52
ACCT000614,2026-06-06,44
ACCT000614,2026-06-07,53
ACCT000614,2026-06-08,55
ACCT000614,2026-06-09,39
ACCT000614,2026-06-10,53
ACCT000614,2026-06-11,53
ACCT000614,2026-06-12,55
ACCT000614,2026-06-13,56
ACCT000614,2026-06-14,40
ACCT000614,2026-06-15,43
ACCT000614,2026-06-16,57
ACCT000614,2026-06-17,49
ACCT000614,2026-06-18,41
ACCT000614,2026-06-19,50
ACCT000614,2026-06-20,57
ACCT000614,2026-06-21,40
ACCT000614,2026-06-22,44
ACCT000614,2026-06-23,50
ACCT000614,2026-06-24,59
ACCT000614,2026-06-25,57
ACCT000614,2026-06-26,46
ACCT000614,2026-06-27,49
ACCT000614,2026-06-28,41
ACCT000614,2026-06-29,38
ACCT000615,2026-05-31,14
ACCT000615,2026-06-01,8
ACCT000615,2026-06-02,24
ACCT000615,2026-06-03,15
ACCT000615,2026-06-04,15
ACCT000615,2026-06-05,13
ACCT000615,2026-06-06,10
ACCT000615,2026-06-07,9
ACCT000615,2026-06-08,10
ACCT000615,2026-06-09,11
ACCT000615,2026-06-10,16
ACCT000615,2026-06-11,12
ACCT000615,2026-06-12,16
ACCT000615,2026-06-13,17
ACCT000615,2026-06-14,8
ACCT000615,2026-06-15,14
ACCT000615,2026-06-16,15
ACCT000615,2026-06-17,10
ACCT000615,2026-06-18,9
ACCT000615,2026-06-19,10
ACCT000615,2026-06-20,10
ACCT000615,2026-06-21,14
ACCT000615,2026-06-22,12
ACCT000615,2026-06-23,12
ACCT000615,2026-06-24,8
ACCT000615,2026-06-25,7
ACCT000615,2026-06-26,11
ACCT000615,2026-06-27,17
ACCT000615,2026-06-28,11
ACCT000615,2026-06-29,13
ACCT000616,2026-05-31,8
ACCT000616,2026-06-01,13
ACCT000616,2026-06-02,13
ACCT000616,2026-06-03,15
ACCT000616,2026-06-04,15
ACCT000616,2026-06-05,11
ACCT000616,2026-06-06,16
ACCT000616,2026-06-07,17
ACCT000616,2026-06-08,15
ACCT000616,2026-06-09,21
ACCT000616,2026-06-10,11
ACCT000616,2026-06-11,14
ACCT000616,2026-06-12,15
ACCT000616,2026-06-13,14
ACCT000616,2026-06-14,19
ACCT000616,2026-06-15,8
ACCT000616,2026-06-16,18
ACCT000616,2026-06-17,12
ACCT000616,2026-06-18,13
ACCT000616,2026-06-19,15
ACCT000616,2026-06-20,11
ACCT000616,2026-06-21,13
ACCT000616,2026-06-22,17
ACCT000616,2026-06-23,20
ACCT000616,2026-06-24,14
ACCT000616,2026-06-25,16
ACCT000616,2026-06-26,13
ACCT000616,2026-06-27,20
ACCT000616,2026-06-28,13
ACCT000616,2026-06-29,14
ACCT000617,2026-05-31,10
ACCT000617,2026-06-01,5
ACCT000617,2026-06-02,7
ACCT000617,2026-06-03,9
ACCT000617,2026-06-04,3
ACCT000617,2026-06-05,4
ACCT000617,2026-06-06,5
ACCT000617,2026-06-07,7
ACCT000617,2026-06-08,8
ACCT000617,2026-06-09,5
ACCT000617,2026-06-10,10
ACCT000617,2026-06-11,4
ACCT000617,2026-06-12,4
ACCT000617,2026-06-13,5
ACCT000617,2026-06-14,7
ACCT000617,2026-06-15,6
ACCT000617,2026-06-16,5
ACCT000617,2026-06-17,5
ACCT000617,2026-06-18,10
ACCT000617,2026-06-19,10
ACCT000617,2026-06-20,5
ACCT000617,2026-06-21,4
ACCT000617,2026-06-22,4
ACCT000617,2026-06-23,4
ACCT000617,2026-06-24,5
ACCT000617,2026-06-25,4
ACCT000617,2026-06-26,1
ACCT000617,2026-06-27,7
ACCT000617,2026-06-28,7
ACCT000617,2026-06-29,4
ACCT000618,2026-05-31,3
ACCT000618,2026-06-01,5
ACCT000618,2026-06-02,4
ACCT000618,2026-06-03,6
ACCT000618,2026-06-04,8
ACCT000618,2026-06-05,9
ACCT000618,2026-06-06,6
ACCT000618,2026-06-07,6
ACCT000618,2026-06-08,8
ACCT000618,2026-06-09,1
ACCT000618,2026-06-10,7
ACCT000618,2026-06-11,0
ACCT000618,2026-06-12,7
ACCT000618,2026-06-13,8
ACCT000618,2026-06-14,8
ACCT000618,2026-06-15,3
ACCT000618,2026-06-16,7
ACCT000618,2026-06-17,10
ACCT000618,2026-06-18,7
ACCT000618,2026-06-19,7
ACCT000618,2026-06-20,6
ACCT000618,2026-06-21,7
ACCT000618,2026-06-22,6
ACCT000618,2026-06-23,8
ACCT000618,2026-06-24,4
ACCT000618,2026-06-25,6
ACCT000618,2026-06-26,9
ACCT000618,2026-06-27,3
ACCT000618,2026-06-28,4
ACCT000618,2026-06-29,8
ACCT000619,2026-05-31,11
ACCT000619,2026-06-01,12
ACCT000619,2026-06-02,17
ACCT000619,2026-06-03,12
ACCT000619,2026-06-04,15
ACCT000619,2026-06-05,9
ACCT000619,2026-06-06,15
ACCT000619,2026-06-07,14
ACCT000619,2026-06-08,7
ACCT000619,2026-06-09,7
ACCT000619,2026-06-10,9
ACCT000619,2026-06-11,11
ACCT000619,2026-06-12,15
ACCT000619,2026-06-13,11
ACCT000619,2026-06-14,21
ACCT000619,2026-06-15,9
ACCT000619,2026-06-16,9
ACCT000619,2026-06-17,6
ACCT000619,2026-06-18,17
ACCT000619,2026-06-19,8
ACCT000619,2026-06-20,12
ACCT000619,2026-06-21,13
ACCT000619,2026-06-22,17
ACCT000619,2026-06-23,6
ACCT000619,2026-06-24,15
ACCT000619,2026-06-25,6
ACCT000619,2026-06-26,9
ACCT000619,2026-06-27,16
ACCT000619,2026-06-28,10
ACCT000619,2026-06-29,15
ACCT000620,2026-05-31,27
ACCT000620,2026-06-01,23
ACCT000620,2026-06-02,23
ACCT000620,2026-06-03,21
ACCT000620,2026-06-04,15
ACCT000620,2026-06-05,21
ACCT000620,2026-06-06,26
ACCT000620,2026-06-07,27
ACCT000620,2026-06-08,25
ACCT000620,2026-06-09,19
ACCT000620,2026-06-10,14
ACCT000620,2026-06-11,29
ACCT000620,2026-06-12,16
ACCT000620,2026-06-13,23
ACCT000620,2026-06-14,18
ACCT000620,2026-06-15,29
ACCT000620,2026-06-16,21
ACCT000620,2026-06-17,20
ACCT000620,2026-06-18,20
ACCT000620,2026-06-19,22
ACCT000620,2026-06-20,15
ACCT000620,2026-06-21,12
ACCT000620,2026-06-22,17
ACCT000620,2026-06-23,28
ACCT000620,2026-06-24,25
ACCT000620,2026-06-25,27
ACCT000620,2026-06-26,20
ACCT000620,2026-06-27,9
ACCT000620,2026-06-28,22
ACCT000620,2026-06-29,28
ACCT000621,2026-05-31,46
ACCT000621,2026-06-01,48
ACCT000621,2026-06-02,55
ACCT000621,2026-06-03,52
ACCT000621,2026-06-04,60
ACCT000621,2026-06-05,43
ACCT000621,2026-06-06,51
ACCT000621,2026-06-07,56
ACCT000621,2026-06-08,56
ACCT000621,2026-06-09,52
ACCT000621,2026-06-10,51
ACCT000621,2026-06-11,48
ACCT000621,2026-06-12,43
ACCT000621,2026-06-13,56
ACCT000621,2026-06-14,57
ACCT000621,2026-06-15,46
ACCT000621,2026-06-16,56
ACCT000621,2026-06-17,64
ACCT000621,2026-06-18,43
ACCT000621,2026-06-19,50
ACCT000621,2026-06-20,44
ACCT000621,2026-06-21,52
ACCT000621,2026-06-22,59
ACCT000621,2026-06-23,48
ACCT000621,2026-06-24,49
ACCT000621,2026-06-25,40
ACCT000621,2026-06-26,46
ACCT000621,2026-06-27,39
ACCT000621,2026-06-28,50
ACCT000621,2026-06-29,64
ACCT000622,2026-05-31,5
ACCT000622,2026-06-01,5
ACCT000622,2026-06-02,7
ACCT000622,2026-06-03,8
ACCT000622,2026-06-04,6
ACCT000622,2026-06-05,2
ACCT000622,2026-06-06,4
ACCT000622,2026-06-07,5
ACCT000622,2026-06-08,9
ACCT000622,2026-06-09,8
ACCT000622,2026-06-10,5
ACCT000622,2026-06-11,8
ACCT000622,2026-06-12,7
ACCT000622,2026-06-13,6
ACCT000622,2026-06-14,5
ACCT000622,2026-06-15,3
ACCT000622,2026-06-16,10
ACCT000622,2026-06-17,11
ACCT000622,2026-06-18,7
ACCT000622,2026-06-19,5
ACCT000622,2026-06-20,7
ACCT000622,2026-06-21,3
ACCT000622,2026-06-22,4
ACCT000622,2026-06-23,6
ACCT000622,2026-06-24,7
ACCT000622,2026-06-25,4
ACCT000622,2026-06-26,6
ACCT000622,2026-06-27,4
ACCT000622,2026-06-28,2
ACCT000622,2026-06-29,2
ACCT000624,2026-05-31,6
ACCT000624,2026-06-01,11
ACCT000624,2026-06-02,13
ACCT000624,2026-06-03,14
ACCT000624,2026-06-04,5
ACCT000624,2026-06-05,4
ACCT000624,2026-06-06,10
ACCT000624,2026-06-07,11
ACCT000624,2026-06-08,18
ACCT000624,2026-06-09,12
ACCT000624,2026-06-10,13
ACCT000624,2026-06-11,17
ACCT000624,2026-06-12,15
ACCT000624,2026-06-13,10
ACCT000624,2026-06-14,9
ACCT000624,2026-06-15,14
ACCT000624,2026-06-16,16
ACCT000624,2026-06-17,14
ACCT000624,2026-06-18,13
ACCT000624,2026-06-19,12
ACCT000624,2026-06-20,17
ACCT000624,2026-06-21,14
ACCT000624,2026-06-22,12
ACCT000624,2026-06-23,11
ACCT000624,2026-06-24,12
ACCT000624,2026-06-25,9
ACCT000624,2026-06-26,9
ACCT000624,2026-06-27,15
ACCT000624,2026-06-28,6
ACCT000624,2026-06-29,19
ACCT000625,2026-05-31,22
ACCT000625,2026-06-01,24
ACCT000625,2026-06-02,23
ACCT000625,2026-06-03,18
ACCT000625,2026-06-04,27
ACCT000625,2026-06-05,28
ACCT000625,2026-06-06,24
ACCT000625,2026-06-07,25
ACCT000625,2026-06-08,23
ACCT000625,2026-06-09,21
ACCT000625,2026-06-10,29
ACCT000625,2026-06-11,34
ACCT000625,2026-06-12,22
ACCT000625,2026-06-13,24
ACCT000625,2026-06-14,23
ACCT000625,2026-06-15,20
ACCT000625,2026-06-16,27
ACCT000625,2026-06-17,25
