contact_id,customer_id,channel,reason,contact_ts,handoff_to_agent,handled_by,duration_min
CON000742,CUST000435,agent,outage_report,2026-04-23 09:35,False,agent,1
CON000743,CUST000435,agent,billing_question,2026-04-04 11:59,False,agent,4
CON000744,CUST000436,web,billing_question,2026-05-23 07:32,False,self-service,7
CON000745,CUST000437,chat,plan_change,2026-05-30 09:01,False,self-service,7
CON000746,CUST000437,ivr,new_service,2026-04-08 09:24,False,self-service,7
CON000747,CUST000438,web,technical_support,2026-06-03 19:48,False,self-service,7
CON000748,CUST000438,web,billing_question,2026-03-09 10:42,False,self-service,4
CON000749,CUST000438,web,billing_question,2026-05-01 09:53,True,agent,11
CON000750,CUST000440,agent,billing_question,2026-05-27 08:41,False,agent,9
CON000751,CUST000440,agent,technical_support,2026-04-20 12:28,False,agent,5
CON000752,CUST000440,chat,billing_question,2026-05-29 04:59,False,self-service,1
CON000753,CUST000440,agent,technical_support,2026-05-25 14:10,False,agent,3
CON000754,CUST000441,web,billing_question,2026-06-03 00:41,False,self-service,9
CON000755,CUST000441,agent,new_service,2026-03-07 03:38,False,agent,9
CON000756,CUST000441,agent,plan_change,2026-05-15 06:47,False,agent,3
CON000757,CUST000442,agent,cancel_request,2026-03-18 20:46,False,agent,10
CON000758,CUST000442,web,billing_question,2026-04-23 02:32,False,self-service,1
CON000759,CUST000442,ivr,technical_support,2026-03-04 17:35,False,self-service,6
CON000760,CUST000442,chat,cancel_request,2026-05-05 23:49,True,agent,17
CON000761,CUST000442,chat,general_inquiry,2026-06-04 08:26,False,self-service,4
CON000762,CUST000442,ivr,billing_question,2026-04-10 18:27,False,self-service,7
CON000763,CUST000443,chat,general_inquiry,2026-06-20 08:14,True,agent,2
CON000764,CUST000445,chat,billing_question,2026-05-02 20:59,False,self-service,8
CON000765,CUST000445,ivr,billing_question,2026-06-06 14:56,False,self-service,4
CON000766,CUST000447,agent,technical_support,2026-06-20 21:44,False,agent,2
CON000767,CUST000447,ivr,new_service,2026-05-29 03:29,False,self-service,9
CON000768,CUST000448,agent,technical_support,2026-06-08 17:22,False,agent,19
CON000769,CUST000449,web,outage_report,2026-04-30 04:51,True,agent,7
CON000770,CUST000449,web,billing_question,2026-04-26 20:48,False,self-service,6
CON000771,CUST000449,chat,billing_question,2026-03-04 16:21,False,self-service,6
CON000772,CUST000449,agent,technical_support,2026-04-10 15:28,False,agent,9
CON000773,CUST000449,chat,technical_support,2026-05-19 02:43,False,self-service,6
CON000774,CUST000450,chat,billing_question,2026-04-15 04:23,False,self-service,1
CON000775,CUST000451,ivr,outage_report,2026-04-17 07:58,False,self-service,13
CON000776,CUST000452,agent,cancel_request,2026-04-22 11:31,False,agent,14
CON000777,CUST000452,chat,billing_question,2026-04-26 07:50,True,agent,8
CON000778,CUST000452,chat,technical_support,2026-03-23 05:59,False,self-service,10
CON000779,CUST000453,web,plan_change,2026-05-09 22:33,False,self-service,1
CON000780,CUST000455,chat,billing_question,2026-04-24 11:49,False,self-service,1
CON000781,CUST000455,agent,technical_support,2026-03-04 14:02,False,agent,9
CON000782,CUST000455,ivr,billing_question,2026-05-27 18:37,False,self-service,4
CON000783,CUST000455,ivr,outage_report,2026-03-21 07:47,False,self-service,9
CON000784,CUST000458,chat,technical_support,2026-03-02 13:31,False,self-service,4
CON000785,CUST000458,chat,outage_report,2026-04-27 17:09,False,self-service,6
CON000786,CUST000458,ivr,new_service,2026-05-24 20:50,False,self-service,12
CON000787,CUST000458,agent,billing_question,2026-05-28 22:29,False,agent,9
CON000788,CUST000459,chat,billing_question,2026-05-22 09:58,False,self-service,6
CON000789,CUST000459,chat,technical_support,2026-05-24 08:38,False,self-service,8
CON000790,CUST000459,agent,new_service,2026-05-20 14:33,False,agent,7
CON000791,CUST000459,web,outage_report,2026-05-24 04:48,False,self-service,1
CON000792,CUST000460,agent,technical_support,2026-05-13 00:00,False,agent,5
CON000793,CUST000460,chat,plan_change,2026-06-29 23:13,False,self-service,2
CON000794,CUST000460,chat,billing_question,2026-05-26 06:41,False,self-service,8
CON000795,CUST000462,web,outage_report,2026-04-30 23:57,True,agent,5
CON000796,CUST000462,web,plan_change,2026-04-12 20:51,False,self-service,6
CON000797,CUST000463,chat,cancel_request,2026-04-22 01:59,True,agent,15
CON000798,CUST000464,agent,billing_question,2026-04-13 12:17,False,agent,2
CON000799,CUST000464,ivr,plan_change,2026-06-18 10:45,False,self-service,3
CON000800,CUST000464,agent,billing_question,2026-05-08 08:49,False,agent,6
CON000801,CUST000464,agent,technical_support,2026-05-22 09:37,False,agent,10
CON000802,CUST000465,agent,plan_change,2026-04-27 04:39,False,agent,8
CON000803,CUST000465,ivr,plan_change,2026-03-21 05:39,False,self-service,8
CON000804,CUST000466,agent,technical_support,2026-06-06 08:18,False,agent,1
CON000805,CUST000467,web,general_inquiry,2026-06-23 03:20,False,self-service,11
CON000806,CUST000467,web,general_inquiry,2026-04-14 22:41,False,self-service,15
CON000807,CUST000469,agent,new_service,2026-03-21 17:39,False,agent,2
CON000808,CUST000469,ivr,outage_report,2026-04-22 09:06,False,self-service,3
CON000809,CUST000470,agent,billing_question,2026-04-09 04:36,False,agent,3
CON000810,CUST000470,agent,billing_question,2026-05-30 00:33,False,agent,1
CON000811,CUST000470,chat,billing_question,2026-05-20 13:03,False,self-service,1
CON000812,CUST000470,chat,outage_report,2026-06-16 04:43,False,self-service,5
CON000813,CUST000470,web,cancel_request,2026-04-26 13:09,True,agent,4
CON000814,CUST000470,web,technical_support,2026-06-18 04:52,False,self-service,7
CON000815,CUST000470,agent,plan_change,2026-03-23 10:25,False,agent,6
CON000816,CUST000470,web,billing_question,2026-06-12 11:16,False,self-service,10
CON000817,CUST000471,chat,technical_support,2026-04-17 08:20,True,agent,13
CON000818,CUST000471,agent,new_service,2026-04-09 05:03,False,agent,7
CON000819,CUST000472,chat,new_service,2026-04-14 08:22,False,self-service,5
CON000820,CUST000472,web,outage_report,2026-03-24 10:30,True,agent,1
CON000821,CUST000473,chat,cancel_request,2026-03-13 15:14,False,self-service,4
CON000822,CUST000474,chat,technical_support,2026-03-30 10:24,True,agent,1
CON000823,CUST000475,agent,plan_change,2026-06-07 21:08,False,agent,10
CON000824,CUST000476,chat,technical_support,2026-06-22 18:57,False,self-service,8
CON000825,CUST000476,web,technical_support,2026-04-05 19:13,False,self-service,2
CON000826,CUST000476,agent,technical_support,2026-03-31 10:17,False,agent,10
CON000827,CUST000479,web,cancel_request,2026-03-18 18:17,False,self-service,6
CON000828,CUST000480,web,billing_question,2026-06-04 01:06,True,agent,4
CON000829,CUST000480,web,plan_change,2026-03-20 09:45,False,self-service,2
CON000830,CUST000480,web,new_service,2026-05-17 14:20,True,agent,9
CON000831,CUST000480,agent,billing_question,2026-03-26 12:37,False,agent,3
CON000832,CUST000480,agent,technical_support,2026-04-24 17:29,False,agent,7
CON000833,CUST000481,chat,plan_change,2026-06-02 03:37,False,self-service,10
CON000834,CUST000481,web,technical_support,2026-06-23 04:50,True,agent,14
CON000835,CUST000482,agent,plan_change,2026-05-06 11:03,False,agent,14
CON000836,CUST000483,web,technical_support,2026-06-10 15:25,True,agent,4
CON000837,CUST000487,web,billing_question,2026-03-18 05:12,False,self-service,6
CON000838,CUST000487,agent,plan_change,2026-06-02 11:28,False,agent,5
CON000839,CUST000488,web,technical_support,2026-05-15 09:39,False,self-service,8
CON000840,CUST000488,web,new_service,2026-06-21 23:14,False,self-service,6
CON000841,CUST000489,chat,new_service,2026-06-23 21:18,False,self-service,4
CON000842,CUST000490,agent,cancel_request,2026-03-25 16:57,False,agent,1
CON000843,CUST000490,chat,billing_question,2026-06-23 00:58,True,agent,8
CON000844,CUST000490,web,billing_question,2026-05-04 01:52,True,agent,3
CON000845,CUST000491,agent,technical_support,2026-05-29 08:06,False,agent,6
CON000846,CUST000491,web,new_service,2026-06-04 09:08,True,agent,9
CON000847,CUST000491,web,billing_question,2026-05-27 04:59,False,self-service,2
CON000848,CUST000492,web,plan_change,2026-05-06 05:29,False,self-service,8
CON000849,CUST000492,agent,new_service,2026-05-29 21:03,False,agent,3
CON000850,CUST000492,chat,plan_change,2026-03-23 21:55,False,self-service,8
CON000851,CUST000493,chat,billing_question,2026-05-13 08:05,True,agent,10
CON000852,CUST000493,ivr,billing_question,2026-03-26 17:18,False,self-service,8
CON000853,CUST000493,agent,outage_report,2026-06-14 06:59,False,agent,9
CON000854,CUST000494,web,outage_report,2026-06-06 00:53,False,self-service,9
CON000855,CUST000494,agent,billing_question,2026-05-24 01:20,False,agent,7
CON000856,CUST000495,agent,plan_change,2026-03-22 19:34,False,agent,10
CON000857,CUST000495,ivr,technical_support,2026-06-18 23:37,False,self-service,1
CON000858,CUST000495,chat,technical_support,2026-05-09 11:32,False,self-service,12
CON000859,CUST000496,web,billing_question,2026-04-16 03:47,False,self-service,13
CON000860,CUST000497,ivr,outage_report,2026-03-02 09:56,False,self-service,1
CON000861,CUST000498,web,general_inquiry,2026-03-10 11:07,False,self-service,10
CON000862,CUST000498,ivr,billing_question,2026-04-03 17:06,False,self-service,3
CON000863,CUST000499,chat,new_service,2026-05-21 19:47,False,self-service,4
CON000864,CUST000499,agent,billing_question,2026-03-30 04:38,False,agent,14
CON000865,CUST000500,ivr,general_inquiry,2026-03-14 04:52,False,self-service,9
CON000866,CUST000501,agent,technical_support,2026-04-17 06:13,False,agent,7
CON000867,CUST000503,ivr,general_inquiry,2026-04-03 00:35,False,self-service,11
CON000868,CUST000504,web,billing_question,2026-06-09 15:23,True,agent,1
CON000869,CUST000504,chat,general_inquiry,2026-03-31 18:25,True,agent,4
CON000870,CUST000505,web,new_service,2026-06-27 20:04,False,self-service,11
CON000871,CUST000505,web,cancel_request,2026-03-29 01:22,False,self-service,10
CON000872,CUST000506,web,billing_question,2026-04-05 15:22,True,agent,11
CON000873,CUST000506,ivr,technical_support,2026-06-09 14:42,False,self-service,8
CON000874,CUST000506,chat,outage_report,2026-06-01 22:29,False,self-service,11
CON000875,CUST000506,agent,new_service,2026-03-26 12:55,False,agent,12
CON000876,CUST000506,web,billing_question,2026-03-08 20:52,False,self-service,9
CON000877,CUST000507,ivr,cancel_request,2026-05-24 01:48,False,self-service,4
CON000878,CUST000507,agent,technical_support,2026-06-18 15:09,False,agent,1
CON000879,CUST000507,chat,technical_support,2026-03-19 15:52,False,self-service,1
CON000880,CUST000507,agent,billing_question,2026-03-18 13:14,False,agent,10
CON000881,CUST000507,ivr,cancel_request,2026-06-12 10:07,False,self-service,10
CON000882,CUST000507,chat,general_inquiry,2026-04-30 14:59,False,self-service,1
CON000883,CUST000508,ivr,technical_support,2026-03-19 19:28,False,self-service,4
CON000884,CUST000509,chat,technical_support,2026-06-22 07:09,True,agent,6
CON000885,CUST000509,chat,new_service,2026-05-25 23:51,True,agent,2
CON000886,CUST000509,web,plan_change,2026-04-01 00:40,False,self-service,1
CON000887,CUST000509,ivr,billing_question,2026-03-29 14:30,False,self-service,6
CON000888,CUST000510,web,plan_change,2026-06-11 01:19,False,self-service,11
CON000889,CUST000511,chat,new_service,2026-06-21 14:46,False,self-service,10
CON000890,CUST000511,agent,billing_question,2026-06-28 20:39,False,agent,4
CON000891,CUST000512,web,billing_question,2026-06-05 10:44,True,agent,8
CON000892,CUST000512,chat,billing_question,2026-03-31 03:38,True,agent,12
CON000893,CUST000513,ivr,technical_support,2026-05-05 20:54,False,self-service,1
CON000894,CUST000514,ivr,new_service,2026-03-14 19:59,False,self-service,7
CON000895,CUST000514,chat,billing_question,2026-05-18 13:14,False,self-service,9
CON000896,CUST000515,ivr,new_service,2026-03-18 04:21,False,self-service,8
CON000897,CUST000516,agent,technical_support,2026-06-23 10:04,False,agent,3
CON000898,CUST000516,chat,billing_question,2026-05-10 20:14,False,self-service,13
CON000899,CUST000516,ivr,billing_question,2026-04-03 10:12,False,self-service,5
CON000900,CUST000517,web,billing_question,2026-03-29 20:42,True,agent,6
CON000901,CUST000517,web,new_service,2026-03-21 19:51,False,self-service,4
CON000902,CUST000518,chat,billing_question,2026-03-17 16:50,False,self-service,15
CON000903,CUST000518,web,plan_change,2026-04-24 12:07,False,self-service,2
CON000904,CUST000519,web,new_service,2026-05-27 13:02,False,self-service,10
CON000905,CUST000519,chat,technical_support,2026-06-13 05:18,False,self-service,8
CON000906,CUST000520,ivr,cancel_request,2026-06-17 02:32,False,self-service,7
CON000907,CUST000520,ivr,billing_question,2026-03-14 23:42,False,self-service,2
CON000908,CUST000521,ivr,technical_support,2026-05-17 10:53,False,self-service,3
CON000909,CUST000521,ivr,billing_question,2026-04-22 20:04,False,self-service,8
CON000910,CUST000521,web,billing_question,2026-03-06 17:57,False,self-service,12
CON000911,CUST000521,chat,technical_support,2026-05-29 04:52,False,self-service,9
CON000912,CUST000522,ivr,technical_support,2026-05-24 16:39,False,self-service,3
CON000913,CUST000523,ivr,general_inquiry,2026-04-07 02:16,False,self-service,7
CON000914,CUST000524,web,new_service,2026-06-09 00:47,False,self-service,1
CON000915,CUST000524,agent,billing_question,2026-06-03 18:30,False,agent,4
CON000916,CUST000525,ivr,plan_change,2026-05-25 11:59,False,self-service,3
CON000917,CUST000526,web,billing_question,2026-05-05 10:46,False,self-service,6
CON000918,CUST000526,ivr,technical_support,2026-03-03 00:36,False,self-service,10
CON000919,CUST000526,agent,billing_question,2026-05-31 06:13,False,agent,7
CON000920,CUST000526,agent,new_service,2026-06-02 12:51,False,agent,1
CON000921,CUST000527,web,plan_change,2026-04-05 09:15,False,self-service,11
CON000922,CUST000528,chat,plan_change,2026-03-30 19:08,True,agent,9
CON000923,CUST000529,web,billing_question,2026-04-03 22:33,False,self-service,7
CON000924,CUST000529,agent,general_inquiry,2026-03-20 03:03,False,agent,12
CON000925,CUST000530,agent,cancel_request,2026-06-10 08:39,False,agent,4
CON000926,CUST000530,ivr,new_service,2026-03-18 21:32,False,self-service,7
CON000927,CUST000531,web,cancel_request,2026-05-15 02:24,False,self-service,1
CON000928,CUST000532,ivr,technical_support,2026-04-27 08:28,False,self-service,14
CON000929,CUST000532,agent,billing_question,2026-04-10 13:27,False,agent,1
CON000930,CUST000533,web,new_service,2026-03-29 10:37,False,self-service,6
CON000931,CUST000533,chat,technical_support,2026-05-07 15:22,False,self-service,3
CON000932,CUST000534,ivr,billing_question,2026-04-28 04:34,False,self-service,14
CON000933,CUST000534,ivr,billing_question,2026-03-18 21:29,False,self-service,1
CON000934,CUST000536,chat,billing_question,2026-04-27 17:55,True,agent,11
CON000935,CUST000536,ivr,technical_support,2026-04-12 16:21,False,self-service,4
CON000936,CUST000537,agent,outage_report,2026-03-14 02:51,False,agent,5
CON000937,CUST000537,agent,cancel_request,2026-06-24 04:07,False,agent,8
CON000938,CUST000538,chat,cancel_request,2026-06-18 17:49,True,agent,13
CON000939,CUST000538,web,billing_question,2026-04-17 09:22,False,self-service,16
CON000940,CUST000538,ivr,billing_question,2026-05-25 18:56,False,self-service,10
CON000941,CUST000539,ivr,billing_question,2026-04-19 05:53,False,self-service,6
CON000942,CUST000539,agent,billing_question,2026-05-07 13:52,False,agent,15
CON000943,CUST000539,agent,technical_support,2026-03-11 16:42,False,agent,7
CON000944,CUST000540,chat,outage_report,2026-06-23 20:57,False,self-service,2
CON000945,CUST000540,agent,billing_question,2026-03-25 11:41,False,agent,6
CON000946,CUST000542,chat,billing_question,2026-04-05 12:17,False,self-service,2
CON000947,CUST000542,ivr,general_inquiry,2026-03-15 14:27,False,self-service,9
CON000948,CUST000542,chat,cancel_request,2026-04-06 16:00,True,agent,4
CON000949,CUST000543,chat,cancel_request,2026-05-17 15:56,False,self-service,6
CON000950,CUST000543,ivr,billing_question,2026-03-25 09:20,False,self-service,5
CON000951,CUST000545,ivr,billing_question,2026-05-23 00:15,False,self-service,9
CON000952,CUST000545,agent,outage_report,2026-04-23 21:39,False,agent,6
CON000953,CUST000546,web,billing_question,2026-03-07 14:40,True,agent,2
CON000954,CUST000546,web,new_service,2026-03-14 11:42,False,self-service,6
CON000955,CUST000547,agent,new_service,2026-03-30 16:59,False,agent,9
CON000956,CUST000548,web,billing_question,2026-04-30 15:01,False,self-service,4
CON000957,CUST000549,agent,technical_support,2026-05-31 16:32,False,agent,3
CON000958,CUST000549,chat,plan_change,2026-05-29 21:28,False,self-service,10
CON000959,CUST000549,agent,billing_question,2026-04-22 04:18,False,agent,4
CON000960,CUST000549,agent,billing_question,2026-04-11 06:10,False,agent,4
CON000961,CUST000549,ivr,billing_question,2026-06-15 12:23,False,self-service,1
CON000962,CUST000550,web,plan_change,2026-05-21 15:27,False,self-service,9
CON000963,CUST000550,web,billing_question,2026-03-22 23:56,False,self-service,4
CON000964,CUST000550,web,outage_report,2026-04-16 23:24,False,self-service,1
CON000965,CUST000551,agent,plan_change,2026-05-09 06:16,False,agent,6
CON000966,CUST000551,ivr,technical_support,2026-04-26 18:14,False,self-service,10
CON000967,CUST000552,web,technical_support,2026-04-04 00:25,False,self-service,9
CON000968,CUST000553,agent,cancel_request,2026-05-11 11:30,False,agent,7
CON000969,CUST000553,web,new_service,2026-06-08 20:15,False,self-service,9
CON000970,CUST000554,chat,billing_question,2026-05-31 16:27,False,self-service,4
CON000971,CUST000555,chat,new_service,2026-06-06 07:29,False,self-service,2
CON000972,CUST000555,agent,technical_support,2026-03-17 10:39,False,agent,9
CON000973,CUST000555,ivr,outage_report,2026-06-19 02:43,False,self-service,3
CON000974,CUST000556,ivr,billing_question,2026-06-02 06:47,False,self-service,3
CON000975,CUST000557,web,billing_question,2026-04-25 05:16,True,agent,9
CON000976,CUST000557,agent,billing_question,2026-06-18 08:49,False,agent,6
CON000977,CUST000558,web,technical_support,2026-06-25 08:09,True,agent,6
CON000978,CUST000558,ivr,outage_report,2026-06-25 06:47,False,self-service,13
CON000979,CUST000559,agent,billing_question,2026-03-31 00:18,False,agent,6
CON000980,CUST000559,agent,billing_question,2026-05-23 06:32,False,agent,7
CON000981,CUST000559,agent,outage_report,2026-05-18 17:49,False,agent,8
CON000982,CUST000559,agent,new_service,2026-04-07 23:35,False,agent,6
CON000983,CUST000560,ivr,outage_report,2026-03-25 05:02,False,self-service,2
CON000984,CUST000560,web,outage_report,2026-04-05 10:48,False,self-service,6
CON000985,CUST000561,agent,outage_report,2026-06-19 02:35,False,agent,7
CON000986,CUST000563,ivr,billing_question,2026-03-06 19:31,False,self-service,7
CON000987,CUST000564,agent,billing_question,2026-05-22 03:59,False,agent,12
CON000988,CUST000566,chat,billing_question,2026-05-27 10:13,False,self-service,8
CON000989,CUST000566,agent,billing_question,2026-05-27 18:24,False,agent,4
CON000990,CUST000567,ivr,technical_support,2026-05-11 04:13,False,self-service,17
CON000991,CUST000567,web,plan_change,2026-05-15 13:17,False,self-service,4
CON000992,CUST000567,agent,plan_change,2026-05-26 02:35,False,agent,15
CON000993,CUST000568,agent,billing_question,2026-06-14 16:02,False,agent,2
CON000994,CUST000568,chat,billing_question,2026-03-19 04:18,False,self-service,3
CON000995,CUST000568,agent,billing_question,2026-03-29 00:06,False,agent,13
CON000996,CUST000569,ivr,technical_support,2026-05-02 13:18,False,self-service,15
CON000997,CUST000569,chat,new_service,2026-04-11 04:07,False,self-service,10
CON000998,CUST000570,chat,cancel_request,2026-05-20 13:37,False,self-service,11
CON000999,CUST000573,agent,new_service,2026-03-21 00:36,False,agent,3
CON001000,CUST000573,ivr,outage_report,2026-06-20 20:11,False,self-service,10
CON001001,CUST000574,ivr,new_service,2026-03-06 19:44,False,self-service,9
CON001002,CUST000575,agent,billing_question,2026-06-23 11:16,False,agent,8
CON001003,CUST000575,ivr,billing_question,2026-05-29 14:10,False,self-service,4
CON001004,CUST000575,ivr,new_service,2026-03-15 14:18,False,self-service,10
CON001005,CUST000575,web,technical_support,2026-03-24 07:36,True,agent,2
CON001006,CUST000575,web,cancel_request,2026-04-20 23:01,False,self-service,8
CON001007,CUST000575,web,new_service,2026-06-22 04:18,False,self-service,11
CON001008,CUST000576,web,technical_support,2026-04-24 20:20,False,self-service,7
CON001009,CUST000576,web,billing_question,2026-05-05 00:10,False,self-service,8
CON001010,CUST000576,agent,plan_change,2026-04-16 03:49,False,agent,8
CON001011,CUST000576,web,billing_question,2026-05-22 21:37,False,self-service,1
CON001012,CUST000577,chat,billing_question,2026-03-21 03:22,False,self-service,1
CON001013,CUST000577,agent,cancel_request,2026-03-07 03:17,False,agent,9
CON001014,CUST000577,chat,plan_change,2026-04-13 21:27,False,self-service,3
CON001015,CUST000578,web,technical_support,2026-04-18 21:18,False,self-service,3
CON001016,CUST000579,web,new_service,2026-03-15 05:35,False,self-service,1
CON001017,CUST000580,ivr,outage_report,2026-03-06 08:50,False,self-service,6
CON001018,CUST000580,web,outage_report,2026-06-27 00:22,True,agent,15
CON001019,CUST000580,chat,billing_question,2026-04-05 20:16,False,self-service,15
CON001020,CUST000581,agent,plan_change,2026-06-08 13:30,False,agent,8
CON001021,CUST000581,web,new_service,2026-03-15 18:04,True,agent,7
CON001022,CUST000582,web,billing_question,2026-05-28 15:34,False,self-service,8
CON001023,CUST000583,web,new_service,2026-03-03 17:45,False,self-service,1
CON001024,CUST000585,agent,technical_support,2026-03-24 20:10,False,agent,9
CON001025,CUST000585,agent,new_service,2026-03-24 12:56,False,agent,8
CON001026,CUST000585,web,billing_question,2026-04-27 03:18,False,self-service,1
CON001027,CUST000586,web,technical_support,2026-03-22 19:51,False,self-service,9
CON001028,CUST000586,ivr,billing_question,2026-03-08 18:27,False,self-service,9
CON001029,CUST000587,chat,billing_question,2026-03-02 18:48,False,self-service,9
CON001030,CUST000587,web,billing_question,2026-06-24 18:30,False,self-service,2
CON001031,CUST000587,chat,billing_question,2026-05-28 05:08,False,self-service,8
CON001032,CUST000588,web,cancel_request,2026-03-22 03:25,False,self-service,6
CON001033,CUST000588,web,technical_support,2026-04-14 23:20,False,self-service,9
CON001034,CUST000588,agent,technical_support,2026-03-12 17:03,False,agent,11
CON001035,CUST000589,web,technical_support,2026-03-27 19:54,False,self-service,1
CON001036,CUST000589,web,plan_change,2026-05-25 08:19,True,agent,5
CON001037,CUST000589,ivr,new_service,2026-06-07 23:58,False,self-service,9
CON001038,CUST000590,agent,billing_question,2026-05-24 11:01,False,agent,5
CON001039,CUST000591,agent,outage_report,2026-04-01 07:32,False,agent,4
CON001040,CUST000592,web,technical_support,2026-04-08 07:14,False,self-service,5
CON001041,CUST000592,ivr,technical_support,2026-05-06 13:43,False,self-service,8
CON001042,CUST000592,chat,billing_question,2026-05-05 18:21,False,self-service,2
CON001043,CUST000593,web,general_inquiry,2026-05-21 13:11,False,self-service,10
CON001044,CUST000593,web,plan_change,2026-03-05 13:55,False,self-service,12
CON001045,CUST000594,agent,billing_question,2026-06-13 19:56,False,agent,9
CON001046,CUST000594,agent,billing_question,2026-05-27 14:18,False,agent,12
CON001047,CUST000595,web,general_inquiry,2026-06-20 05:04,False,self-service,4
CON001048,CUST000595,web,technical_support,2026-05-18 15:13,False,self-service,7
CON001049,CUST000595,web,billing_question,2026-04-11 05:45,True,agent,8
CON001050,CUST000597,chat,technical_support,2026-06-07 10:14,False,self-service,3
CON001051,CUST000598,ivr,cancel_request,2026-06-23 02:31,False,self-service,11
CON001052,CUST000599,agent,billing_question,2026-05-03 18:23,False,agent,8
CON001053,CUST000599,ivr,technical_support,2026-06-02 04:40,False,self-service,9
CON001054,CUST000600,ivr,plan_change,2026-03-31 16:33,False,self-service,7
CON001055,CUST000600,ivr,new_service,2026-04-13 23:15,False,self-service,4
CON001056,CUST000601,chat,new_service,2026-05-30 06:44,False,self-service,8
CON001057,CUST000602,web,plan_change,2026-03-25 09:45,True,agent,7
CON001058,CUST000602,chat,billing_question,2026-05-19 13:14,False,self-service,9
CON001059,CUST000603,agent,technical_support,2026-06-09 14:39,False,agent,3
CON001060,CUST000603,chat,technical_support,2026-05-25 17:25,False,self-service,8
CON001061,CUST000603,web,cancel_request,2026-04-12 22:26,False,self-service,7
CON001062,CUST000603,chat,outage_report,2026-06-26 07:56,False,self-service,9
CON001063,CUST000603,chat,technical_support,2026-05-14 11:37,False,self-service,13
CON001064,CUST000604,web,billing_question,2026-06-11 19:43,False,self-service,9
CON001065,CUST000606,agent,plan_change,2026-04-20 15:01,False,agent,10
CON001066,CUST000606,agent,new_service,2026-03-26 16:12,False,agent,7
CON001067,CUST000607,chat,plan_change,2026-05-14 00:49,False,self-service,1
CON001068,CUST000607,chat,new_service,2026-03-23 23:22,False,self-service,8
CON001069,CUST000608,agent,billing_question,2026-04-21 03:32,False,agent,12
CON001070,CUST000608,chat,billing_question,2026-03-17 08:55,False,self-service,12
CON001071,CUST000608,chat,plan_change,2026-05-27 05:17,False,self-service,5
CON001072,CUST000609,web,billing_question,2026-06-17 23:23,False,self-service,6
CON001073,CUST000610,chat,cancel_request,2026-06-06 11:26,False,self-service,9
CON001074,CUST000610,chat,technical_support,2026-04-25 22:37,False,self-service,9
CON001075,CUST000611,chat,technical_support,2026-04-07 12:38,False,self-service,3
CON001076,CUST000612,agent,outage_report,2026-03-25 10:11,False,agent,7
CON001077,CUST000612,agent,plan_change,2026-04-21 17:35,False,agent,10
CON001078,CUST000612,chat,technical_support,2026-05-28 16:07,False,self-service,8
CON001079,CUST000613,chat,cancel_request,2026-05-31 14:04,False,self-service,5
CON001080,CUST000613,ivr,plan_change,2026-04-08 11:12,False,self-service,7
CON001081,CUST000613,agent,outage_report,2026-06-13 05:13,False,agent,8
CON001082,CUST000613,web,new_service,2026-05-15 06:37,False,self-service,6
CON001083,CUST000614,agent,billing_question,2026-03-13 14:17,False,agent,14
CON001084,CUST000614,web,billing_question,2026-04-04 21:12,False,self-service,5
CON001085,CUST000614,chat,new_service,2026-06-17 16:00,False,self-service,1
CON001086,CUST000615,ivr,outage_report,2026-06-27 19:49,False,self-service,11
CON001087,CUST000616,ivr,outage_report,2026-06-08 04:15,False,self-service,9
CON001088,CUST000616,ivr,outage_report,2026-05-08 03:32,False,self-service,7
CON001089,CUST000617,agent,new_service,2026-03-15 02:55,False,agent,12
CON001090,CUST000617,web,new_service,2026-05-21 04:21,False,self-service,10
CON001091,CUST000618,chat,technical_support,2026-05-29 21:27,False,self-service,5
CON001092,CUST000618,agent,new_service,2026-06-19 06:38,False,agent,2
CON001093,CUST000619,agent,new_service,2026-04-13 10:13,False,agent,1
CON001094,CUST000620,agent,plan_change,2026-06-29 11:49,False,agent,5
CON001095,CUST000620,ivr,plan_change,2026-06-17 23:25,False,self-service,6
CON001096,CUST000620,web,billing_question,2026-06-13 05:50,False,self-service,13
CON001097,CUST000621,agent,billing_question,2026-05-02 18:54,False,agent,8
CON001098,CUST000622,web,plan_change,2026-03-19 21:40,False,self-service,9
CON001099,CUST000622,agent,technical_support,2026-05-19 07:28,False,agent,1
CON001100,CUST000622,chat,billing_question,2026-04-30 17:08,False,self-service,13
CON001101,CUST000623,web,outage_report,2026-04-17 04:21,False,self-service,1
CON001102,CUST000623,ivr,general_inquiry,2026-04-03 01:35,False,self-service,10
CON001103,CUST000624,chat,cancel_request,2026-05-28 05:07,False,self-service,12
CON001104,CUST000624,chat,outage_report,2026-05-26 19:19,True,agent,1
CON001105,CUST000624,agent,outage_report,2026-04-03 16:07,False,agent,3
CON001106,CUST000624,agent,general_inquiry,2026-03-29 20:14,False,agent,8
CON001107,CUST000624,chat,billing_question,2026-05-16 17:48,False,self-service,6
CON001108,CUST000624,ivr,plan_change,2026-03-30 22:10,False,self-service,4
CON001109,CUST000625,agent,cancel_request,2026-04-22 22:04,False,agent,5
CON001110,CUST000625,agent,billing_question,2026-03-14 09:13,False,agent,10
CON001111,CUST000626,ivr,billing_question,2026-04-04 19:38,False,self-service,5
CON001112,CUST000626,chat,new_service,2026-03-22 19:42,True,agent,7
